RecommendationID,ProductID,MaterialID,RankingScore,CO2ImpactIndex,CostEfficiencyIndex,MaterialSuitabilityScore,RecommendationReason,MaterialName,MaterialType,StrengthRating,WeightCapacity_KG,BiodegradabilityScore,BiodegradationTime_Months,CO2_Emissions_KG_Per_Ton,RecyclabilityPercentage,CostPerKG_USD,Durability_Months,ChemicalResistance,MoistureBarrier,OxygenBarrier,CompostableStatus,SupplierAvailability,CompatibleProducts,ScaleRating,InnovationLevel,RegulationCompliance,ProductName,ProductCategory,Weight_KG,RequiredStrength_Level,FragilityLevel,MoistureRequired,OxygenSensitivity,ShippingDistance_KM,ShelfLife_Months,PreferredBiodegradable,PreferredRecyclable,MaxBudgetPerUnit_USD,strength_gap,moisture_gap,oxygen_gap,estimated_cost_per_unit_usd,budget_gap,estimated_co2_per_unit_kg,is_strength_insufficient,is_moisture_insufficient,is_oxygen_insufficient,is_over_budget,preference_alignment
2159,432,40,84.39,79.75,79.65,91.44,Meets strength requirements; Satisfies barrier needs; Cost within budget,Refillable Glass (Thickwall),Glass,10.0,120.0,5.0,1200.0,950.0,98.0,1.5,120.0,10.0,10.0,10.0,No,Medium,"Beverages, Cosmetics, Premium",6.0,3.0,"EU, FDA",Cloves Whole 50g,Staples & Seasoning,0.05,3,1,2,2,2300,24.0,1,1,0.35,7.0,8.0,8.0,0.07500000000000001,0.27499999999999997,0.0475,0,0,0,0,1.0
2160,432,13,83.69,86.84,94.69,73.09,Meets strength requirements; Satisfies barrier needs; Cost within budget,FSC-Certified Paperboard,Paper/Cardboard,8.0,45.0,85.0,4.0,670.0,88.0,0.65,20.0,7.0,7.0,6.0,Home/Industrial,High,"General, Electronics, Food",9.0,4.0,"EU, FDA",Cloves Whole 50g,Staples & Seasoning,0.05,3,1,2,2,2300,24.0,1,1,0.35,5.0,5.0,4.0,0.0325,0.3175,0.0335,0,0,0,0,1.0
2161,433,15,90.52,90.35,100.0,83.55,Meets strength requirements; Satisfies barrier needs; Cost within budget,Corrugated Cardboard (Virgin),Paper/Cardboard,9.0,55.0,75.0,12.0,531.0,88.0,0.35,36.0,8.0,8.0,7.0,Industrial,High,"General, Heavy, Industrial",10.0,2.0,"EU, FDA",Bay Leaves 20g,Staples & Seasoning,0.02,2,1,2,2,2400,36.0,1,1,0.2,7.0,6.0,5.0,0.017499999999999998,0.18250000000000002,0.026550000000000004,0,0,0,0,1.0
2162,433,19,90.01,98.73,84.96,87.26,Meets strength requirements; Satisfies barrier needs; Cost within budget,Recycled Glass,Glass,10.0,100.0,5.0,1000.0,200.0,95.0,1.2,60.0,10.0,9.0,10.0,No,Medium,"Beverages, Spirits, Specialty",7.0,2.0,"EU, FDA",Bay Leaves 20g,Staples & Seasoning,0.02,2,1,2,2,2400,36.0,1,1,0.2,8.0,7.0,8.0,0.06,0.14,0.010000000000000002,0,0,0,0,1.0
2163,433,1,86.94,86.08,98.23,79.12,Meets strength requirements; Satisfies barrier needs; Cost within budget,Recycled Cardboard (rCardboard),Paper/Cardboard,8.0,50.0,90.0,3.0,700.0,85.0,0.45,24.0,7.0,8.0,7.0,Industrial,High,"General, Electronics, Food, Cosmetics",10.0,3.0,"EU, FDA",Bay Leaves 20g,Staples & Seasoning,0.02,2,1,2,2,2400,36.0,1,1,0.2,6.0,6.0,5.0,0.022500000000000003,0.17750000000000002,0.034999999999999996,0,0,0,0,1.0
2164,433,13,83.75,86.84,94.69,73.24,Meets strength requirements; Satisfies barrier needs; Cost within budget,FSC-Certified Paperboard,Paper/Cardboard,8.0,45.0,85.0,4.0,670.0,88.0,0.65,20.0,7.0,7.0,6.0,Home/Industrial,High,"General, Electronics, Food",9.0,4.0,"EU, FDA",Bay Leaves 20g,Staples & Seasoning,0.02,2,1,2,2,2400,36.0,1,1,0.2,6.0,5.0,4.0,0.0325,0.1675,0.0335,0,0,0,0,1.0
2165,433,40,83.26,79.75,79.65,88.6,Meets strength requirements; Satisfies barrier needs; Cost within budget,Refillable Glass (Thickwall),Glass,10.0,120.0,5.0,1200.0,950.0,98.0,1.5,120.0,10.0,10.0,10.0,No,Medium,"Beverages, Cosmetics, Premium",6.0,3.0,"EU, FDA",Bay Leaves 20g,Staples & Seasoning,0.02,2,1,2,2,2400,36.0,1,1,0.2,8.0,8.0,8.0,0.07500000000000001,0.125,0.0475,0,0,0,0,1.0
2166,434,19,91.09,98.73,84.96,89.95,Meets strength requirements; Satisfies barrier needs; Cost within budget,Recycled Glass,Glass,10.0,100.0,5.0,1000.0,200.0,95.0,1.2,60.0,10.0,9.0,10.0,No,Medium,"Beverages, Spirits, Specialty",7.0,2.0,"EU, FDA",Nutmeg Powder 50g,Staples & Seasoning,0.05,3,1,2,2,2500,24.0,1,1,0.45,7.0,7.0,8.0,0.06,0.39,0.010000000000000002,0,0,0,0,1.0
2167,434,15,90.35,90.35,100.0,83.1,Meets strength requirements; Satisfies barrier needs; Cost within budget,Corrugated Cardboard (Virgin),Paper/Cardboard,9.0,55.0,75.0,12.0,531.0,88.0,0.35,36.0,8.0,8.0,7.0,Industrial,High,"General, Heavy, Industrial",10.0,2.0,"EU, FDA",Nutmeg Powder 50g,Staples & Seasoning,0.05,3,1,2,2,2500,24.0,1,1,0.45,6.0,6.0,5.0,0.017499999999999998,0.4325,0.026550000000000004,0,0,0,0,1.0
2168,434,1,86.71,86.08,98.23,78.54,Meets strength requirements; Satisfies barrier needs; Cost within budget,Recycled Cardboard (rCardboard),Paper/Cardboard,8.0,50.0,90.0,3.0,700.0,85.0,0.45,24.0,7.0,8.0,7.0,Industrial,High,"General, Electronics, Food, Cosmetics",10.0,3.0,"EU, FDA",Nutmeg Powder 50g,Staples & Seasoning,0.05,3,1,2,2,2500,24.0,1,1,0.45,5.0,6.0,5.0,0.022500000000000003,0.4275,0.034999999999999996,0,0,0,0,1.0
2169,434,40,84.71,79.75,79.65,92.24,Meets strength requirements; Satisfies barrier needs; Cost within budget,Refillable Glass (Thickwall),Glass,10.0,120.0,5.0,1200.0,950.0,98.0,1.5,120.0,10.0,10.0,10.0,No,Medium,"Beverages, Cosmetics, Premium",6.0,3.0,"EU, FDA",Nutmeg Powder 50g,Staples & Seasoning,0.05,3,1,2,2,2500,24.0,1,1,0.45,7.0,8.0,8.0,0.07500000000000001,0.375,0.0475,0,0,0,0,1.0
2170,434,13,83.78,86.84,94.69,73.3,Meets strength requirements; Satisfies barrier needs; Cost within budget,FSC-Certified Paperboard,Paper/Cardboard,8.0,45.0,85.0,4.0,670.0,88.0,0.65,20.0,7.0,7.0,6.0,Home/Industrial,High,"General, Electronics, Food",9.0,4.0,"EU, FDA",Nutmeg Powder 50g,Staples & Seasoning,0.05,3,1,2,2,2500,24.0,1,1,0.45,5.0,5.0,4.0,0.0325,0.4175,0.0335,0,0,0,0,1.0
2171,435,19,91.85,98.73,84.96,91.85,Meets strength requirements; Satisfies barrier needs; Cost within budget,Recycled Glass,Glass,10.0,100.0,5.0,1000.0,200.0,95.0,1.2,60.0,10.0,9.0,10.0,No,Medium,"Beverages, Spirits, Specialty",7.0,2.0,"EU, FDA",Saffron 1g,Staples & Seasoning,0.001,2,1,1,1,3000,36.0,1,1,2.5,8.0,8.0,9.0,0.06,2.44,0.010000000000000002,0,0,0,0,1.0
2172,435,15,91.0,90.35,100.0,84.73,Meets strength requirements; Satisfies barrier needs; Cost within budget,Corrugated Cardboard (Virgin),Paper/Cardboard,9.0,55.0,75.0,12.0,531.0,88.0,0.35,36.0,8.0,8.0,7.0,Industrial,High,"General, Heavy, Industrial",10.0,2.0,"EU, FDA",Saffron 1g,Staples & Seasoning,0.001,2,1,1,1,3000,36.0,1,1,2.5,7.0,7.0,6.0,0.017499999999999998,2.4825,0.026550000000000004,0,0,0,0,1.0
2173,435,1,87.61,86.08,98.23,80.81,Meets strength requirements; Satisfies barrier needs; Cost within budget,Recycled Cardboard (rCardboard),Paper/Cardboard,8.0,50.0,90.0,3.0,700.0,85.0,0.45,24.0,7.0,8.0,7.0,Industrial,High,"General, Electronics, Food, Cosmetics",10.0,3.0,"EU, FDA",Saffron 1g,Staples & Seasoning,0.001,2,1,1,1,3000,36.0,1,1,2.5,6.0,7.0,6.0,0.022500000000000003,2.4775,0.034999999999999996,0,0,0,0,1.0
2174,435,40,85.59,79.75,79.65,94.44,Meets strength requirements; Satisfies barrier needs; Cost within budget,Refillable Glass (Thickwall),Glass,10.0,120.0,5.0,1200.0,950.0,98.0,1.5,120.0,10.0,10.0,10.0,No,Medium,"Beverages, Cosmetics, Premium",6.0,3.0,"EU, FDA",Saffron 1g,Staples & Seasoning,0.001,2,1,1,1,3000,36.0,1,1,2.5,8.0,9.0,9.0,0.07500000000000001,2.425,0.0475,0,0,0,0,1.0
2175,435,13,85.03,86.84,94.69,76.43,Meets strength requirements; Satisfies barrier needs; Cost within budget,FSC-Certified Paperboard,Paper/Cardboard,8.0,45.0,85.0,4.0,670.0,88.0,0.65,20.0,7.0,7.0,6.0,Home/Industrial,High,"General, Electronics, Food",9.0,4.0,"EU, FDA",Saffron 1g,Staples & Seasoning,0.001,2,1,1,1,3000,36.0,1,1,2.5,6.0,6.0,5.0,0.0325,2.4675,0.0335,0,0,0,0,1.0
2176,436,15,90.35,90.35,100.0,83.1,Meets strength requirements; Satisfies barrier needs; Cost within budget,Corrugated Cardboard (Virgin),Paper/Cardboard,9.0,55.0,75.0,12.0,531.0,88.0,0.35,36.0,8.0,8.0,7.0,Industrial,High,"General, Heavy, Industrial",10.0,2.0,"EU, FDA",Dried Red Chilies 100g,Staples & Seasoning,0.1,3,1,2,2,1700,24.0,1,1,0.22,6.0,6.0,5.0,0.034999999999999996,0.185,0.05310000000000001,0,0,0,0,1.0
2177,436,19,88.2,98.73,84.96,82.73,Meets strength requirements; Satisfies barrier needs; Cost within budget,Recycled Glass,Glass,10.0,100.0,5.0,1000.0,200.0,95.0,1.2,60.0,10.0,9.0,10.0,No,Medium,"Beverages, Spirits, Specialty",7.0,2.0,"EU, FDA",Dried Red Chilies 100g,Staples & Seasoning,0.1,3,1,2,2,1700,24.0,1,1,0.22,7.0,7.0,8.0,0.12,0.1,0.020000000000000004,0,0,0,0,1.0
2178,436,1,86.37,86.08,98.23,77.69,Meets strength requirements; Satisfies barrier needs; Cost within budget,Recycled Cardboard (rCardboard),Paper/Cardboard,8.0,50.0,90.0,3.0,700.0,85.0,0.45,24.0,7.0,8.0,7.0,Industrial,High,"General, Electronics, Food, Cosmetics",10.0,3.0,"EU, FDA",Dried Red Chilies 100g,Staples & Seasoning,0.1,3,1,2,2,1700,24.0,1,1,0.22,5.0,6.0,5.0,0.045000000000000005,0.175,0.06999999999999999,0,0,0,0,1.0
2179,436,13,82.76,86.84,94.69,70.75,Meets strength requirements; Satisfies barrier needs; Cost within budget,FSC-Certified Paperboard,Paper/Cardboard,8.0,45.0,85.0,4.0,670.0,88.0,0.65,20.0,7.0,7.0,6.0,Home/Industrial,High,"General, Electronics, Food",9.0,4.0,"EU, FDA",Dried Red Chilies 100g,Staples & Seasoning,0.1,3,1,2,2,1700,24.0,1,1,0.22,5.0,5.0,4.0,0.065,0.155,0.067,0,0,0,0,1.0
2180,436,40,80.8,79.75,79.65,82.47,Meets strength requirements; Satisfies barrier needs; Cost within budget,Refillable Glass (Thickwall),Glass,10.0,120.0,5.0,1200.0,950.0,98.0,1.5,120.0,10.0,10.0,10.0,No,Medium,"Beverages, Cosmetics, Premium",6.0,3.0,"EU, FDA",Dried Red Chilies 100g,Staples & Seasoning,0.1,3,1,2,2,1700,24.0,1,1,0.22,7.0,8.0,8.0,0.15000000000000002,0.06999999999999998,0.095,0,0,0,0,1.0
2181,437,19,83.73,98.73,84.96,71.56,Meets strength requirements; Satisfies barrier needs; High recyclability,Recycled Glass,Glass,10.0,100.0,5.0,1000.0,200.0,95.0,1.2,60.0,10.0,9.0,10.0,No,Medium,"Beverages, Spirits, Specialty",7.0,2.0,"EU, FDA",Corn Flour 1kg,Grains & Staples,1.0,5,1,3,3,800,18.0,1,1,0.25,5.0,6.0,7.0,1.2,-0.95,0.2,0,0,0,1,1.0
2182,437,15,81.17,90.35,100.0,60.15,Meets strength requirements; Satisfies barrier needs; Biodegradable option,Corrugated Cardboard (Virgin),Paper/Cardboard,9.0,55.0,75.0,12.0,531.0,88.0,0.35,36.0,8.0,8.0,7.0,Industrial,High,"General, Heavy, Industrial",10.0,2.0,"EU, FDA",Corn Flour 1kg,Grains & Staples,1.0,5,1,3,3,800,18.0,1,1,0.25,4.0,5.0,4.0,0.35,-0.09999999999999998,0.531,0,0,0,1,1.0
2183,437,40,77.78,79.75,79.65,74.9,Meets strength requirements; Satisfies barrier needs; High recyclability,Refillable Glass (Thickwall),Glass,10.0,120.0,5.0,1200.0,950.0,98.0,1.5,120.0,10.0,10.0,10.0,No,Medium,"Beverages, Cosmetics, Premium",6.0,3.0,"EU, FDA",Corn Flour 1kg,Grains & Staples,1.0,5,1,3,3,800,18.0,1,1,0.25,5.0,7.0,7.0,1.5,-1.25,0.95,0,0,0,1,1.0
2184,437,1,77.05,86.08,98.23,54.4,Meets strength requirements; Satisfies barrier needs; Biodegradable option,Recycled Cardboard (rCardboard),Paper/Cardboard,8.0,50.0,90.0,3.0,700.0,85.0,0.45,24.0,7.0,8.0,7.0,Industrial,High,"General, Electronics, Food, Cosmetics",10.0,3.0,"EU, FDA",Corn Flour 1kg,Grains & Staples,1.0,5,1,3,3,800,18.0,1,1,0.25,3.0,5.0,4.0,0.45,-0.2,0.7,0,0,0,1,1.0
2185,437,13,74.06,86.84,94.69,48.99,Meets strength requirements; Satisfies barrier needs; Biodegradable option,FSC-Certified Paperboard,Paper/Cardboard,8.0,45.0,85.0,4.0,670.0,88.0,0.65,20.0,7.0,7.0,6.0,Home/Industrial,High,"General, Electronics, Food",9.0,4.0,"EU, FDA",Corn Flour 1kg,Grains & Staples,1.0,5,1,3,3,800,18.0,1,1,0.25,3.0,4.0,3.0,0.65,-0.4,0.67,0,0,0,1,1.0
2186,438,19,83.73,98.73,84.96,71.56,Meets strength requirements; Satisfies barrier needs; High recyclability,Recycled Glass,Glass,10.0,100.0,5.0,1000.0,200.0,95.0,1.2,60.0,10.0,9.0,10.0,No,Medium,"Beverages, Spirits, Specialty",7.0,2.0,"EU, FDA",Rice Flour 1kg,Grains & Staples,1.0,5,1,3,3,900,18.0,1,1,0.22,5.0,6.0,7.0,1.2,-0.98,0.2,0,0,0,1,1.0
2187,438,15,81.17,90.35,100.0,60.15,Meets strength requirements; Satisfies barrier needs; Biodegradable option,Corrugated Cardboard (Virgin),Paper/Cardboard,9.0,55.0,75.0,12.0,531.0,88.0,0.35,36.0,8.0,8.0,7.0,Industrial,High,"General, Heavy, Industrial",10.0,2.0,"EU, FDA",Rice Flour 1kg,Grains & Staples,1.0,5,1,3,3,900,18.0,1,1,0.22,4.0,5.0,4.0,0.35,-0.12999999999999998,0.531,0,0,0,1,1.0
2188,438,40,77.78,79.75,79.65,74.9,Meets strength requirements; Satisfies barrier needs; High recyclability,Refillable Glass (Thickwall),Glass,10.0,120.0,5.0,1200.0,950.0,98.0,1.5,120.0,10.0,10.0,10.0,No,Medium,"Beverages, Cosmetics, Premium",6.0,3.0,"EU, FDA",Rice Flour 1kg,Grains & Staples,1.0,5,1,3,3,900,18.0,1,1,0.22,5.0,7.0,7.0,1.5,-1.28,0.95,0,0,0,1,1.0
2189,438,1,77.05,86.08,98.23,54.4,Meets strength requirements; Satisfies barrier needs; Biodegradable option,Recycled Cardboard (rCardboard),Paper/Cardboard,8.0,50.0,90.0,3.0,700.0,85.0,0.45,24.0,7.0,8.0,7.0,Industrial,High,"General, Electronics, Food, Cosmetics",10.0,3.0,"EU, FDA",Rice Flour 1kg,Grains & Staples,1.0,5,1,3,3,900,18.0,1,1,0.22,3.0,5.0,4.0,0.45,-0.23,0.7,0,0,0,1,1.0
2190,438,13,74.06,86.84,94.69,48.99,Meets strength requirements; Satisfies barrier needs; Biodegradable option,FSC-Certified Paperboard,Paper/Cardboard,8.0,45.0,85.0,4.0,670.0,88.0,0.65,20.0,7.0,7.0,6.0,Home/Industrial,High,"General, Electronics, Food",9.0,4.0,"EU, FDA",Rice Flour 1kg,Grains & Staples,1.0,5,1,3,3,900,18.0,1,1,0.22,3.0,4.0,3.0,0.65,-0.43000000000000005,0.67,0,0,0,1,1.0
2191,439,19,83.73,98.73,84.96,71.56,Meets strength requirements; Satisfies barrier needs; High recyclability,Recycled Glass,Glass,10.0,100.0,5.0,1000.0,200.0,95.0,1.2,60.0,10.0,9.0,10.0,No,Medium,"Beverages, Spirits, Specialty",7.0,2.0,"EU, FDA",Maida Flour 1kg,Grains & Staples,1.0,5,1,3,3,850,18.0,1,1,0.2,5.0,6.0,7.0,1.2,-1.0,0.2,0,0,0,1,1.0
2192,439,15,81.17,90.35,100.0,60.15,Meets strength requirements; Satisfies barrier needs; Biodegradable option,Corrugated Cardboard (Virgin),Paper/Cardboard,9.0,55.0,75.0,12.0,531.0,88.0,0.35,36.0,8.0,8.0,7.0,Industrial,High,"General, Heavy, Industrial",10.0,2.0,"EU, FDA",Maida Flour 1kg,Grains & Staples,1.0,5,1,3,3,850,18.0,1,1,0.2,4.0,5.0,4.0,0.35,-0.14999999999999997,0.531,0,0,0,1,1.0
2193,439,40,77.78,79.75,79.65,74.9,Meets strength requirements; Satisfies barrier needs; High recyclability,Refillable Glass (Thickwall),Glass,10.0,120.0,5.0,1200.0,950.0,98.0,1.5,120.0,10.0,10.0,10.0,No,Medium,"Beverages, Cosmetics, Premium",6.0,3.0,"EU, FDA",Maida Flour 1kg,Grains & Staples,1.0,5,1,3,3,850,18.0,1,1,0.2,5.0,7.0,7.0,1.5,-1.3,0.95,0,0,0,1,1.0
2194,439,1,77.05,86.08,98.23,54.4,Meets strength requirements; Satisfies barrier needs; Biodegradable option,Recycled Cardboard (rCardboard),Paper/Cardboard,8.0,50.0,90.0,3.0,700.0,85.0,0.45,24.0,7.0,8.0,7.0,Industrial,High,"General, Electronics, Food, Cosmetics",10.0,3.0,"EU, FDA",Maida Flour 1kg,Grains & Staples,1.0,5,1,3,3,850,18.0,1,1,0.2,3.0,5.0,4.0,0.45,-0.25,0.7,0,0,0,1,1.0
2195,439,13,74.06,86.84,94.69,48.99,Meets strength requirements; Satisfies barrier needs; Biodegradable option,FSC-Certified Paperboard,Paper/Cardboard,8.0,45.0,85.0,4.0,670.0,88.0,0.65,20.0,7.0,7.0,6.0,Home/Industrial,High,"General, Electronics, Food",9.0,4.0,"EU, FDA",Maida Flour 1kg,Grains & Staples,1.0,5,1,3,3,850,18.0,1,1,0.2,3.0,4.0,3.0,0.65,-0.45,0.67,0,0,0,1,1.0
2196,440,19,83.73,98.73,84.96,71.56,Meets strength requirements; Satisfies barrier needs; High recyclability,Recycled Glass,Glass,10.0,100.0,5.0,1000.0,200.0,95.0,1.2,60.0,10.0,9.0,10.0,No,Medium,"Beverages, Spirits, Specialty",7.0,2.0,"EU, FDA",Besan Flour 1kg,Grains & Staples,1.0,5,1,3,3,750,18.0,1,1,0.28,5.0,6.0,7.0,1.2,-0.9199999999999999,0.2,0,0,0,1,1.0
2197,440,15,81.17,90.35,100.0,60.15,Meets strength requirements; Satisfies barrier needs; Biodegradable option,Corrugated Cardboard (Virgin),Paper/Cardboard,9.0,55.0,75.0,12.0,531.0,88.0,0.35,36.0,8.0,8.0,7.0,Industrial,High,"General, Heavy, Industrial",10.0,2.0,"EU, FDA",Besan Flour 1kg,Grains & Staples,1.0,5,1,3,3,750,18.0,1,1,0.28,4.0,5.0,4.0,0.35,-0.06999999999999995,0.531,0,0,0,1,1.0
2198,440,40,77.78,79.75,79.65,74.9,Meets strength requirements; Satisfies barrier needs; High recyclability,Refillable Glass (Thickwall),Glass,10.0,120.0,5.0,1200.0,950.0,98.0,1.5,120.0,10.0,10.0,10.0,No,Medium,"Beverages, Cosmetics, Premium",6.0,3.0,"EU, FDA",Besan Flour 1kg,Grains & Staples,1.0,5,1,3,3,750,18.0,1,1,0.28,5.0,7.0,7.0,1.5,-1.22,0.95,0,0,0,1,1.0
2199,440,1,77.05,86.08,98.23,54.4,Meets strength requirements; Satisfies barrier needs; Biodegradable option,Recycled Cardboard (rCardboard),Paper/Cardboard,8.0,50.0,90.0,3.0,700.0,85.0,0.45,24.0,7.0,8.0,7.0,Industrial,High,"General, Electronics, Food, Cosmetics",10.0,3.0,"EU, FDA",Besan Flour 1kg,Grains & Staples,1.0,5,1,3,3,750,18.0,1,1,0.28,3.0,5.0,4.0,0.45,-0.16999999999999998,0.7,0,0,0,1,1.0
2200,440,13,74.06,86.84,94.69,48.99,Meets strength requirements; Satisfies barrier needs; Biodegradable option,FSC-Certified Paperboard,Paper/Cardboard,8.0,45.0,85.0,4.0,670.0,88.0,0.65,20.0,7.0,7.0,6.0,Home/Industrial,High,"General, Electronics, Food",9.0,4.0,"EU, FDA",Besan Flour 1kg,Grains & Staples,1.0,5,1,3,3,750,18.0,1,1,0.28,3.0,4.0,3.0,0.65,-0.37,0.67,0,0,0,1,1.0
2201,441,19,83.73,98.73,84.96,71.56,Meets strength requirements; Satisfies barrier needs; High recyclability,Recycled Glass,Glass,10.0,100.0,5.0,1000.0,200.0,95.0,1.2,60.0,10.0,9.0,10.0,No,Medium,"Beverages, Spirits, Specialty",7.0,2.0,"EU, FDA",Ragi Flour 1kg,Grains & Staples,1.0,6,1,3,3,700,18.0,1,1,0.3,4.0,6.0,7.0,1.2,-0.8999999999999999,0.2,0,0,0,1,1.0
2202,441,15,80.67,90.35,100.0,58.9,Meets strength requirements; Satisfies barrier needs; Biodegradable option,Corrugated Cardboard (Virgin),Paper/Cardboard,9.0,55.0,75.0,12.0,531.0,88.0,0.35,36.0,8.0,8.0,7.0,Industrial,High,"General, Heavy, Industrial",10.0,2.0,"EU, FDA",Ragi Flour 1kg,Grains & Staples,1.0,6,1,3,3,700,18.0,1,1,0.3,3.0,5.0,4.0,0.35,-0.04999999999999999,0.531,0,0,0,1,1.0
2203,441,40,77.78,79.75,79.65,74.9,Meets strength requirements; Satisfies barrier needs; High recyclability,Refillable Glass (Thickwall),Glass,10.0,120.0,5.0,1200.0,950.0,98.0,1.5,120.0,10.0,10.0,10.0,No,Medium,"Beverages, Cosmetics, Premium",6.0,3.0,"EU, FDA",Ragi Flour 1kg,Grains & Staples,1.0,6,1,3,3,700,18.0,1,1,0.3,4.0,7.0,7.0,1.5,-1.2,0.95,0,0,0,1,1.0
2204,441,1,76.05,86.08,98.23,51.9,Meets strength requirements; Satisfies barrier needs; Biodegradable option,Recycled Cardboard (rCardboard),Paper/Cardboard,8.0,50.0,90.0,3.0,700.0,85.0,0.45,24.0,7.0,8.0,7.0,Industrial,High,"General, Electronics, Food, Cosmetics",10.0,3.0,"EU, FDA",Ragi Flour 1kg,Grains & Staples,1.0,6,1,3,3,700,18.0,1,1,0.3,2.0,5.0,4.0,0.45,-0.15000000000000002,0.7,0,0,0,1,1.0
2205,441,13,73.06,86.84,94.69,46.49,Meets strength requirements; Satisfies barrier needs; Biodegradable option,FSC-Certified Paperboard,Paper/Cardboard,8.0,45.0,85.0,4.0,670.0,88.0,0.65,20.0,7.0,7.0,6.0,Home/Industrial,High,"General, Electronics, Food",9.0,4.0,"EU, FDA",Ragi Flour 1kg,Grains & Staples,1.0,6,1,3,3,700,18.0,1,1,0.3,2.0,4.0,3.0,0.65,-0.35000000000000003,0.67,0,0,0,1,1.0
2206,442,19,83.73,98.73,84.96,71.56,Meets strength requirements; Satisfies barrier needs; High recyclability,Recycled Glass,Glass,10.0,100.0,5.0,1000.0,200.0,95.0,1.2,60.0,10.0,9.0,10.0,No,Medium,"Beverages, Spirits, Specialty",7.0,2.0,"EU, FDA",Jowar Flour 1kg,Grains & Staples,1.0,6,1,3,3,750,18.0,1,1,0.28,4.0,6.0,7.0,1.2,-0.9199999999999999,0.2,0,0,0,1,1.0
2207,442,15,80.67,90.35,100.0,58.9,Meets strength requirements; Satisfies barrier needs; Biodegradable option,Corrugated Cardboard (Virgin),Paper/Cardboard,9.0,55.0,75.0,12.0,531.0,88.0,0.35,36.0,8.0,8.0,7.0,Industrial,High,"General, Heavy, Industrial",10.0,2.0,"EU, FDA",Jowar Flour 1kg,Grains & Staples,1.0,6,1,3,3,750,18.0,1,1,0.28,3.0,5.0,4.0,0.35,-0.06999999999999995,0.531,0,0,0,1,1.0
2208,442,40,77.78,79.75,79.65,74.9,Meets strength requirements; Satisfies barrier needs; High recyclability,Refillable Glass (Thickwall),Glass,10.0,120.0,5.0,1200.0,950.0,98.0,1.5,120.0,10.0,10.0,10.0,No,Medium,"Beverages, Cosmetics, Premium",6.0,3.0,"EU, FDA",Jowar Flour 1kg,Grains & Staples,1.0,6,1,3,3,750,18.0,1,1,0.28,4.0,7.0,7.0,1.5,-1.22,0.95,0,0,0,1,1.0
2209,442,1,76.05,86.08,98.23,51.9,Meets strength requirements; Satisfies barrier needs; Biodegradable option,Recycled Cardboard (rCardboard),Paper/Cardboard,8.0,50.0,90.0,3.0,700.0,85.0,0.45,24.0,7.0,8.0,7.0,Industrial,High,"General, Electronics, Food, Cosmetics",10.0,3.0,"EU, FDA",Jowar Flour 1kg,Grains & Staples,1.0,6,1,3,3,750,18.0,1,1,0.28,2.0,5.0,4.0,0.45,-0.16999999999999998,0.7,0,0,0,1,1.0
2210,442,13,73.06,86.84,94.69,46.49,Meets strength requirements; Satisfies barrier needs; Biodegradable option,FSC-Certified Paperboard,Paper/Cardboard,8.0,45.0,85.0,4.0,670.0,88.0,0.65,20.0,7.0,7.0,6.0,Home/Industrial,High,"General, Electronics, Food",9.0,4.0,"EU, FDA",Jowar Flour 1kg,Grains & Staples,1.0,6,1,3,3,750,18.0,1,1,0.28,2.0,4.0,3.0,0.65,-0.37,0.67,0,0,0,1,1.0
2211,443,19,83.73,98.73,84.96,71.56,Meets strength requirements; Satisfies barrier needs; High recyclability,Recycled Glass,Glass,10.0,100.0,5.0,1000.0,200.0,95.0,1.2,60.0,10.0,9.0,10.0,No,Medium,"Beverages, Spirits, Specialty",7.0,2.0,"EU, FDA",Bajra Flour 1kg,Grains & Staples,1.0,6,1,3,3,800,18.0,1,1,0.26,4.0,6.0,7.0,1.2,-0.94,0.2,0,0,0,1,1.0
2212,443,15,80.67,90.35,100.0,58.9,Meets strength requirements; Satisfies barrier needs; Biodegradable option,Corrugated Cardboard (Virgin),Paper/Cardboard,9.0,55.0,75.0,12.0,531.0,88.0,0.35,36.0,8.0,8.0,7.0,Industrial,High,"General, Heavy, Industrial",10.0,2.0,"EU, FDA",Bajra Flour 1kg,Grains & Staples,1.0,6,1,3,3,800,18.0,1,1,0.26,3.0,5.0,4.0,0.35,-0.08999999999999997,0.531,0,0,0,1,1.0
2213,443,40,77.78,79.75,79.65,74.9,Meets strength requirements; Satisfies barrier needs; High recyclability,Refillable Glass (Thickwall),Glass,10.0,120.0,5.0,1200.0,950.0,98.0,1.5,120.0,10.0,10.0,10.0,No,Medium,"Beverages, Cosmetics, Premium",6.0,3.0,"EU, FDA",Bajra Flour 1kg,Grains & Staples,1.0,6,1,3,3,800,18.0,1,1,0.26,4.0,7.0,7.0,1.5,-1.24,0.95,0,0,0,1,1.0
2214,443,1,76.05,86.08,98.23,51.9,Meets strength requirements; Satisfies barrier needs; Biodegradable option,Recycled Cardboard (rCardboard),Paper/Cardboard,8.0,50.0,90.0,3.0,700.0,85.0,0.45,24.0,7.0,8.0,7.0,Industrial,High,"General, Electronics, Food, Cosmetics",10.0,3.0,"EU, FDA",Bajra Flour 1kg,Grains & Staples,1.0,6,1,3,3,800,18.0,1,1,0.26,2.0,5.0,4.0,0.45,-0.19,0.7,0,0,0,1,1.0
