Material,Product_Name,Shape,Product_Quantity,No_of_Units,Countries_Tags,Cost_Per_Unit_USD,Strength_MPa,Biodegradability,CO2_Emission,Recyclability,Moisture_Barrier,Sustainability_Score,Material_Suitability_Score,Cost_Efficiency_Index,AI_Recommendation,Z_Sustainability_Index,Predicted_Cost,Predicted_CO2,AI_Final_Recommendation,True_Label
Bioplastic (PLA),Orange Juice,Bottle,6000,12,en:uk,0.34,57.5,88.5,1.93,51.1,9,44.97,100,2.13,Good Alternative,0.0622714606043853,0.33735,2.030200000000001,Recommended,Recommended
Glass,Tomato Sauce,Jar,250,1,en:india,0.31,90.3,0.0,2.84,83.6,10,12.52,100,1.81,Avoid,-0.3507625810816129,0.3202499999999999,2.2504000000000004,Not Recommended,Not Recommended
Virgin Plastic (PP),Potato Chips,Bag,1500,6,en:uk,0.04,71.2,0.6,5.76,14.1,10,0.0,100,8.877500000000001,Avoid,-0.5073309996625575,0.03760000000000001,5.432449999999996,Not Recommended,Not Recommended
Bamboo Fiber,Soda Can,Can,3000,12,en:usa,0.32,49.2,98.5,0.88,38.4,6,48.68000000000001,100,1.54,Good Alternative,-0.15008479827972404,0.3209500000000001,0.8479499999999988,Not Recommended,Not Recommended
Mushroom Mycelium,Tomato Sauce,Jar,3000,12,en:germany,0.74,15.6,100.0,0.27,100.0,6,64.65,100,0.5,Technical Failure (Not Suitable),0.40082268850062597,0.7390499999999995,0.24160000000000012,Recommended,Recommended
Bioplastic (PLA),Soda Can,Can,6000,12,en:japan,0.46,74.3,83.7,1.82,41.5,9,41.68,100,1.54,Good Alternative,-0.11943549370101883,0.4529499999999998,1.9787999999999983,Not Recommended,Not Recommended
Glass,Orange Juice,Bottle,250,1,en:india,0.29,82.8,0.0,1.64,85.6,10,18.92,100,2.05,Avoid,-0.31260436840281514,0.2890499999999994,1.783199999999995,Not Recommended,Not Recommended
Glass,Tomato Sauce,Jar,500,1,en:usa,0.36,84.7,0.0,2.65,95.0,10,15.75,100,1.61,Avoid,-0.251750219511163,0.36084999999999956,2.573499999999994,Not Recommended,Not Recommended
Glass,Orange Juice,Bottle,100,1,en:india,0.25,86.5,0.0,1.97,97.0,10,19.550000000000004,100,2.39,Avoid,-0.1727856909029667,0.2494,2.133400000000007,Not Recommended,Not Recommended
Glass,Frozen Peas,Pouch,100,1,en:japan,0.27,98.5,0.0,2.97,92.3,10,13.61,100,2.1,Avoid,-0.241752063726558,0.27680000000000077,2.261749999999999,Not Recommended,Not Recommended
Mushroom Mycelium,Orange Juice,Bottle,7125,12,en:japan,0.58,16.9,100.0,0.11,100.0,5,64.45,100,0.64,Technical Failure (Not Suitable),0.3693747348350245,0.5805499999999992,0.1529499999999998,Recommended,Recommended
Bioplastic (PLA),Tomato Sauce,Jar,500,1,en:india,0.44,58.2,81.5,2.23,43.3,9,39.11000000000001,100,1.58,Avoid,-0.11719208934546649,0.4445999999999994,2.1182500000000033,Not Recommended,Not Recommended
Glass,Soda Can,Can,6000,12,en:france,0.36,95.5,0.0,2.89,83.8,10,12.31,100,1.56,Avoid,-0.36765218678531675,0.36374999999999935,2.5313499999999944,Not Recommended,Not Recommended
Aluminum Foil/Can,Frozen Peas,Pouch,7125,12,en:japan,0.25,42.7,0.0,8.875,92.0,10,0.0,100,2.0,Avoid,-0.25231209973852853,0.24375,8.819325,Not Recommended,Not Recommended
Recycled Cardboard,Biscuits,Box,6000,6,en:uk,0.07,30.9,91.2,1.4,99.6,4,53.400000000000006,100,8.877500000000001,Good Alternative,0.8706315845181481,0.06435000000000014,1.085949999999999,Highly Recommended,Recommended
Aluminum Foil/Can,Tomato Sauce,Jar,250,1,en:usa,0.21,20.2,0.0,8.875,98.4,10,0.0,100,2.38,Avoid,-0.1595259128341655,0.20920000000000066,8.699824999999997,Not Recommended,Not Recommended
Bamboo Fiber,Yogurt,Cup,3000,6,en:france,0.28,44.1,98.3,1.2,32.6,7,46.84,100,2.62,Good Alternative,-0.08621782078976116,0.2814000000000006,1.0733999999999984,Not Recommended,Not Recommended
Glass,Yogurt,Cup,100,1,en:japan,0.39,81.3,0.0,2.65,99.9,10,16.730000000000004,100,1.5,Avoid,-0.21100854014944187,0.3913500000000004,2.491399999999994,Not Recommended,Not Recommended
Virgin Plastic (PP),Frozen Peas,Pouch,1000,1,en:usa,0.02,80.3,4.5,3.86,26.1,10,0.0,100,8.877500000000001,Avoid,-0.3538727988251859,0.04194999999999995,5.064700000000003,Not Recommended,Not Recommended
Bioplastic (PLA),Yogurt,Cup,3000,6,en:uk,0.3,67.5,88.4,2.3,51.0,8,42.06000000000001,100,2.37,Good Alternative,0.03652462164522403,0.3026499999999994,2.191050000000006,Recommended,Recommended
Virgin Plastic (PP),Tomato Sauce,Jar,100,1,en:japan,0.08,62.3,0.9,5.83,10.9,10,0.0,100,6.25,Avoid,-0.735355748627788,0.08010000000000005,5.372450000000007,Not Recommended,Not Recommended
Virgin Plastic (PP),Tomato Sauce,Jar,6000,6,en:usa,0.07,60.4,1.2,5.68,24.9,10,0.0,100,7.14,Avoid,-0.5253828681787265,0.07000000000000019,5.247249999999988,Not Recommended,Not Recommended
Bioplastic (PLA),Soda Can,Can,3000,12,en:germany,0.3,56.3,92.3,1.98,45.4,8,44.1,100,2.4,Good Alternative,0.016055604095788482,0.30184999999999934,1.9917500000000024,Recommended,Recommended
Glass,Potato Chips,Bag,1000,1,en:france,0.3,98.2,0.0,2.72,89.6,10,14.319999999999997,100,1.91,Avoid,-0.2831396391123066,0.3004999999999991,2.572000000000008,Not Recommended,Not Recommended
Mushroom Mycelium,Biscuits,Box,6000,12,en:uk,0.55,15.6,100.0,0.32,100.0,5,63.4,100,1.12,Good Alternative,0.40564701566115635,0.5515499999999989,0.2926000000000002,Recommended,Recommended
Recycled Cardboard,Soda Can,Can,500,1,en:germany,0.07,23.3,94.9,1.32,98.3,3,54.02,100,6.0,Technical Failure (Not Suitable),0.6297618553495891,0.07095000000000018,1.2608999999999968,Highly Recommended,Recommended
Bamboo Fiber,Tomato Sauce,Jar,100,1,en:japan,0.4,51.5,95.2,1.02,30.6,8,47.1,100,1.84,Good Alternative,-0.1496446929153083,0.40794999999999954,0.8168999999999995,Not Recommended,Not Recommended
Mushroom Mycelium,Orange Juice,Bottle,3000,12,en:germany,0.74,20.6,100.0,0.39,100.0,4,62.05,100,0.49,Technical Failure (Not Suitable),0.31601227817030153,0.7459999999999997,0.33170000000000033,Recommended,Recommended
Mushroom Mycelium,Sandwich,Wrapper,500,1,en:france,0.77,25.0,100.0,0.4,100.0,4,62.0,100,1.05,Good Alternative,0.35832993913412203,0.774100000000001,0.33849999999999975,Recommended,Recommended
Glass,Biscuits,Box,250,1,en:uk,0.29,98.0,0.0,1.76,82.8,10,17.759999999999998,100,2.03,Avoid,-0.3421466146092618,0.2827500000000004,2.3752499999999994,Not Recommended,Not Recommended
Bioplastic (PLA),Yogurt,Cup,6000,12,en:france,0.42,73.8,83.6,1.53,40.8,9,42.95,100,1.7,Good Alternative,-0.11520696557103191,0.41785000000000044,1.6972999999999971,Not Recommended,Not Recommended
Virgin Plastic (PP),Frozen Peas,Pouch,1500,6,en:germany,0.06,65.0,1.4,5.65,28.2,10,0.0,100,8.33,Avoid,-0.40071240568738187,0.060000000000000046,5.27174999999999,Not Recommended,Not Recommended
Bamboo Fiber,Orange Juice,Bottle,1000,1,en:india,0.37,56.8,96.5,1.06,48.7,7,50.040000000000006,100,1.35,Good Alternative,-0.03639167207934131,0.36814999999999964,1.0260000000000011,Not Recommended,Not Recommended
Virgin Plastic (PP),Soda Can,Can,3000,6,en:usa,0.04,79.8,2.6,4.72,17.2,10,0.0,100,8.877500000000001,Avoid,-0.45920665060299076,0.03770000000000001,4.636300000000014,Not Recommended,Not Recommended
Bioplastic (PLA),Biscuits,Box,7125,12,en:usa,0.31,64.3,88.8,1.54,40.5,9,44.92,100,2.34,Good Alternative,-0.025412878985408387,0.30935000000000057,1.6540000000000015,Not Recommended,Not Recommended
Bamboo Fiber,Frozen Peas,Pouch,500,1,en:uk,0.31,47.0,96.1,0.86,45.3,7,50.2,100,2.42,Good Alternative,0.007009737000963759,0.3105000000000008,0.8602000000000014,Recommended,Recommended
Bioplastic (PLA),Biscuits,Box,250,1,en:uk,0.35,64.7,82.3,1.76,52.1,8,42.540000000000006,100,2.04,Good Alternative,-0.029525349672020355,0.35015000000000035,1.8292999999999964,Not Recommended,Not Recommended
Bamboo Fiber,Biscuits,Box,600,6,en:japan,0.28,53.5,99.8,0.87,38.8,7,50.33,100,2.68,Good Alternative,-0.006797758876964224,0.2801000000000007,0.8666500000000014,Not Recommended,Not Recommended
Recycled Cardboard,Orange Juice,Bottle,1200,12,en:germany,0.07,18.9,94.8,1.2,94.4,4,54.8,100,6.06,Technical Failure (Not Suitable),0.636425711588851,0.07165000000000016,1.176699999999997,Highly Recommended,Recommended
Virgin Plastic (PP),Yogurt,Cup,6000,6,en:india,0.07,89.8,0.3,4.17,15.4,10,0.0,100,7.14,Avoid,-0.6281782731124097,0.07000000000000019,4.223049999999992,Not Recommended,Not Recommended
Glass,Biscuits,Box,6000,6,en:india,0.2,88.5,0.0,1.85,90.0,10,18.75,100,2.97,Avoid,-0.19903393783478546,0.2001500000000002,1.9486500000000029,Not Recommended,Not Recommended
Mushroom Mycelium,Orange Juice,Bottle,1000,1,en:uk,0.66,15.6,100.0,0.25,100.0,5,63.75,100,0.86,Good Alternative,0.3859995302136682,0.6603499999999982,0.24619999999999997,Recommended,Recommended
Recycled Cardboard,Orange Juice,Bottle,1000,1,en:usa,0.14,20.9,96.8,1.25,85.9,5,54.650000000000006,100,3.02,Technical Failure (Not Suitable),0.38072496518156074,0.1404000000000003,1.2455500000000008,Recommended,Recommended
Aluminum Foil/Can,Orange Juice,Bottle,1500,6,en:germany,0.18,28.1,0.0,8.875,92.0,10,0.0,100,2.78,Avoid,-0.19336964339606416,0.1798499999999998,8.721975,Not Recommended,Not Recommended
Virgin Plastic (PP),Soda Can,Can,1000,1,en:usa,0.07,88.2,3.1,3.98,19.3,10,0.0,100,7.14,Avoid,-0.5652090403274774,0.07000000000000019,4.304850000000005,Not Recommended,Not Recommended
Recycled Cardboard,Biscuits,Box,6000,6,en:uk,0.06,30.1,90.0,1.32,95.9,4,52.580000000000005,100,8.877500000000001,Good Alternative,0.8233366685979348,0.05995000000000013,1.0581999999999998,Highly Recommended,Recommended
Recycled Cardboard,Biscuits,Box,250,1,en:france,0.12,19.3,94.0,0.85,82.9,5,54.93000000000001,100,6.46,Good Alternative,0.5867170108368199,0.11795000000000007,0.9632999999999983,Highly Recommended,Recommended
Bioplastic (PLA),Orange Juice,Bottle,6000,6,en:india,0.36,70.6,88.6,2.44,50.0,9,42.24,100,1.98,Good Alternative,0.04077873995245066,0.36299999999999977,2.037000000000001,Recommended,Recommended
Recycled Cardboard,Frozen Peas,Pouch,1200,12,en:usa,0.06,33.0,92.2,1.19,95.5,4,54.03,100,8.877500000000001,Good Alternative,0.8381314048972389,0.06180000000000011,1.1651499999999992,Highly Recommended,Recommended
Bioplastic (PLA),Soda Can,Can,6000,6,en:france,0.49,61.2,89.4,2.07,51.2,9,44.650000000000006,100,1.48,Good Alternative,0.021844412270408696,0.4901999999999991,2.0478999999999963,Recommended,Recommended
Mushroom Mycelium,Frozen Peas,Pouch,6000,12,en:usa,0.52,13.2,100.0,0.17,100.0,5,64.15,100,1.19,Good Alternative,0.4109367232816339,0.5214999999999992,0.17910000000000054,Recommended,Recommended
Glass,Sandwich,Wrapper,3000,6,en:germany,0.33,94.6,0.0,2.3,98.3,10,18.16,100,1.79,Avoid,-0.205111694962906,0.3298999999999992,2.341100000000004,Not Recommended,Not Recommended
Bioplastic (PLA),Sandwich,Wrapper,3000,12,en:germany,0.34,63.1,81.3,2.19,46.9,9,39.95,100,2.06,Avoid,-0.046589092145785486,0.34345000000000103,1.8876,Not Recommended,Not Recommended
Virgin Plastic (PP),Sandwich,Wrapper,100,1,en:germany,0.04,70.3,0.8,5.75,19.7,10,0.0,100,8.877500000000001,Avoid,-0.4495601836137401,0.039400000000000004,5.366850000000003,Not Recommended,Not Recommended
Recycled Cardboard,Frozen Peas,Pouch,250,1,en:japan,0.1,32.9,97.9,0.93,90.8,3,55.67000000000001,100,7.78,Good Alternative,0.7148239979881909,0.09970000000000008,0.9996500000000027,Highly Recommended,Recommended
Recycled Cardboard,Tomato Sauce,Jar,6000,12,en:india,0.1,15.9,98.7,1.21,94.7,3,55.370000000000005,100,2.77,Technical Failure (Not Suitable),0.38211116260268874,0.10429999999999988,1.143400000000001,Recommended,Recommended
Glass,Biscuits,Box,500,1,en:japan,0.4,86.9,0.0,2.17,94.7,10,18.090000000000003,100,1.48,Avoid,-0.2645772730747668,0.39580000000000043,2.437150000000002,Not Recommended,Not Recommended
Bioplastic (PLA),Sandwich,Wrapper,250,1,en:germany,0.39,64.0,85.6,1.62,40.1,8,42.16,100,1.82,Good Alternative,-0.13808385251637945,0.3901500000000004,1.7363000000000026,Not Recommended,Not Recommended
Recycled Cardboard,Frozen Peas,Pouch,3000,6,en:germany,0.13,26.4,99.6,1.14,92.7,3,55.68000000000001,100,4.45,Good Alternative,0.4967326348998755,0.12834999999999985,1.1294499999999963,Recommended,Recommended
Bamboo Fiber,Orange Juice,Bottle,1000,1,en:germany,0.39,47.4,99.4,1.14,42.6,6,48.58000000000001,100,1.26,Good Alternative,-0.12150671533214039,0.38995000000000024,1.0498499999999968,Not Recommended,Not Recommended
Aluminum Foil/Can,Orange Juice,Bottle,1000,1,en:uk,0.2,36.5,0.0,8.875,98.6,10,0.0,100,2.5,Avoid,-0.14845563540105944,0.19995000000000016,8.717000000000002,Not Recommended,Not Recommended
Bioplastic (PLA),Potato Chips,Bag,250,1,en:japan,0.44,74.6,83.2,2.39,40.9,8,37.51,100,1.56,Avoid,-0.17023067351479354,0.4442999999999996,2.2229499999999947,Not Recommended,Not Recommended
Bamboo Fiber,Orange Juice,Bottle,100,1,en:france,0.27,46.9,98.4,0.86,35.9,7,49.24000000000001,100,1.84,Good Alternative,-0.11126935104138379,0.27695000000000064,0.8337500000000014,Not Recommended,Not Recommended
Bioplastic (PLA),Tomato Sauce,Jar,500,1,en:india,0.42,52.3,87.3,1.78,44.3,8,42.88,100,1.7,Good Alternative,-0.09057895447434555,0.4193500000000009,1.8422499999999946,Not Recommended,Not Recommended
Virgin Plastic (PP),Sandwich,Wrapper,500,1,en:japan,0.06,62.3,0.2,4.05,21.8,10,0.0,100,8.33,Avoid,-0.4750371191663331,0.06015000000000005,4.296949999999988,Not Recommended,Not Recommended
Recycled Cardboard,Sandwich,Wrapper,1200,12,en:japan,0.11,31.2,99.0,1.35,91.7,3,54.19,100,7.01,Good Alternative,0.675046722058742,0.10984999999999971,1.226999999999998,Highly Recommended,Recommended
Mushroom Mycelium,Yogurt,Cup,7125,12,en:india,0.57,18.8,100.0,0.17,100.0,4,63.15,100,0.82,Technical Failure (Not Suitable),0.34094947123826724,0.5813999999999984,0.19260000000000058,Recommended,Recommended
Bamboo Fiber,Soda Can,Can,250,1,en:germany,0.39,58.2,98.1,0.78,46.6,8,52.66,100,1.96,Good Alternative,0.044380654136218715,0.38545000000000035,0.8215500000000006,Recommended,Recommended
Virgin Plastic (PP),Tomato Sauce,Jar,3000,6,en:usa,0.04,67.4,1.1,4.31,10.6,10,0.0,100,8.877500000000001,Avoid,-0.5380970918656676,0.04064999999999997,4.478449999999996,Not Recommended,Not Recommended
Bamboo Fiber,Soda Can,Can,250,1,en:india,0.28,42.2,95.1,0.88,44.9,7,49.62,100,1.78,Good Alternative,-0.053902787077532946,0.2855500000000006,0.9059499999999983,Not Recommended,Not Recommended
Recycled Cardboard,Soda Can,Can,250,1,en:uk,0.07,25.9,99.9,0.9,87.4,5,57.94000000000001,100,6.28,Technical Failure (Not Suitable),0.66858047241558,0.08095000000000009,1.0006499999999994,Highly Recommended,Recommended
Aluminum Foil/Can,Biscuits,Box,100,1,en:germany,0.14,33.1,0.0,8.875,94.3,10,0.0,100,3.57,Avoid,-0.11064613143079714,0.14000000000000037,8.868325,Not Recommended,Not Recommended
Recycled Cardboard,Yogurt,Cup,7125,12,en:france,0.12,21.7,91.8,1.35,84.8,3,49.93,100,3.33,Technical Failure (Not Suitable),0.26635859303663256,0.11985000000000007,1.3038499999999977,Recommended,Recommended
Aluminum Foil/Can,Sandwich,Wrapper,250,1,en:usa,0.19,43.3,0.0,8.875,94.1,10,0.0,100,2.63,Avoid,-0.18368155527521202,0.1900000000000001,8.853575000000001,Not Recommended,Not Recommended
Virgin Plastic (PP),Frozen Peas,Pouch,250,1,en:india,0.07,84.8,1.4,5.04,25.9,10,0.0,100,7.14,Avoid,-0.5136628183410923,0.07000000000000019,4.885999999999992,Not Recommended,Not Recommended
Aluminum Foil/Can,Orange Juice,Bottle,1000,1,en:usa,0.17,30.3,0.0,8.875,91.5,10,0.0,100,2.94,Avoid,-0.1862844011871198,0.17000000000000084,8.840824999999999,Not Recommended,Not Recommended
Mushroom Mycelium,Frozen Peas,Pouch,1200,12,en:germany,0.53,18.9,100.0,0.31,100.0,4,62.45,100,1.53,Best Choice (Sustainable & Efficient),0.394602219960254,0.5322500000000013,0.29665000000000025,Recommended,Recommended
Recycled Cardboard,Soda Can,Can,3000,12,en:india,0.08,30.2,98.0,1.04,80.9,4,54.18000000000001,100,5.26,Technical Failure (Not Suitable),0.4681671416945663,0.07970000000000005,1.1945500000000018,Recommended,Recommended
Aluminum Foil/Can,Biscuits,Box,600,6,en:usa,0.24,40.7,0.0,8.875,94.6,10,0.0,100,2.08,Avoid,-0.22023802565538858,0.2400000000000002,8.845849999999999,Not Recommended,Not Recommended
Virgin Plastic (PP),Yogurt,Cup,1500,6,en:japan,0.03,70.7,4.5,5.55,27.9,10,0.0,100,8.877500000000001,Avoid,-0.33585293378602715,0.032150000000000005,5.374949999999989,Not Recommended,Not Recommended
Recycled Cardboard,Soda Can,Can,1500,6,en:japan,0.05,21.3,95.7,1.44,95.0,5,55.08,100,8.51,Technical Failure (Not Suitable),0.8772900305632995,0.0667000000000001,1.1421499999999996,Highly Recommended,Recommended
Bamboo Fiber,Soda Can,Can,7125,12,en:japan,0.27,50.9,96.9,0.64,48.4,7,52.24,100,1.89,Good Alternative,0.004829360419733877,0.27715000000000084,0.6893999999999997,Recommended,Recommended
Mushroom Mycelium,Sandwich,Wrapper,1500,6,en:japan,0.56,15.7,100.0,0.19,100.0,4,63.05,100,1.46,Good Alternative,0.3893125123397765,0.5600000000000014,0.21184999999999993,Recommended,Recommended
Aluminum Foil/Can,Biscuits,Box,1200,12,en:japan,0.17,26.2,0.0,8.69,94.5,10,0.0,100,2.94,Avoid,-0.15625129278852207,0.17000000000000084,8.732700000000024,Not Recommended,Not Recommended
Aluminum Foil/Can,Sandwich,Wrapper,1500,6,en:japan,0.11,32.4,0.0,8.87,98.1,10,0.0,100,4.55,Avoid,0.0014517125607794307,0.1099999999999997,8.84079999999997,Recommended,Recommended
Aluminum Foil/Can,Soda Can,Can,3000,12,en:india,0.25,27.4,0.0,8.875,98.1,10,0.0,100,1.2,Avoid,-0.251698580704933,0.2455000000000002,8.793249999999999,Not Recommended,Not Recommended
Glass,Soda Can,Can,1000,1,en:india,0.25,80.1,0.0,1.66,85.1,10,18.72,100,2.37,Avoid,-0.2934283659184934,0.24855,1.8329000000000035,Not Recommended,Not Recommended
Aluminum Foil/Can,Tomato Sauce,Jar,250,1,en:germany,0.19,30.1,0.0,8.16,98.0,10,0.0,100,2.63,Avoid,-0.1446385143570349,0.19025000000000009,8.82725,Not Recommended,Not Recommended
Virgin Plastic (PP),Soda Can,Can,250,1,en:japan,0.04,84.2,1.4,4.94,26.5,10,0.0,100,8.877500000000001,Avoid,-0.3763580967959472,0.039099999999999996,4.941300000000019,Not Recommended,Not Recommended
Virgin Plastic (PP),Biscuits,Box,250,1,en:usa,0.08,70.1,1.0,4.0,10.8,10,0.0,100,6.25,Avoid,-0.7355023453886906,0.08000000000000006,4.13025,Not Recommended,Not Recommended
Mushroom Mycelium,Frozen Peas,Pouch,1000,1,en:usa,0.52,19.9,100.0,0.32,100.0,5,63.4,100,1.57,Best Choice (Sustainable & Efficient),0.43965227893565506,0.5209999999999995,0.2949500000000002,Recommended,Recommended
Bioplastic (PLA),Yogurt,Cup,3000,12,en:france,0.54,50.1,91.4,1.67,49.3,9,47.07,100,1.36,Good Alternative,0.010845510459112799,0.5382500000000016,1.7632999999999999,Recommended,Recommended
Bamboo Fiber,Sandwich,Wrapper,1000,1,en:france,0.28,45.8,98.6,0.96,45.5,6,49.74,100,2.67,Good Alternative,0.007239059560860295,0.28010000000000074,0.9284000000000004,Recommended,Recommended
Aluminum Foil/Can,Biscuits,Box,6000,6,en:france,0.18,33.1,0.0,8.875,97.1,10,0.0,100,2.78,Avoid,-0.14231335911844806,0.1799999999999998,8.84775,Not Recommended,Not Recommended
Bioplastic (PLA),Sandwich,Wrapper,500,1,en:france,0.3,51.4,82.7,1.92,58.9,9,44.260000000000005,100,2.4,Good Alternative,0.11119930296716002,0.3024499999999994,1.9747499999999982,Recommended,Recommended
Recycled Cardboard,Orange Juice,Bottle,3000,6,en:japan,0.13,34.9,90.0,1.21,95.3,4,53.010000000000005,100,3.19,Technical Failure (Not Suitable),0.38754130275441223,0.12979999999999983,1.1659500000000016,Recommended,Recommended
Aluminum Foil/Can,Frozen Peas,Pouch,250,1,en:india,0.19,34.8,0.0,8.875,97.8,10,0.0,100,2.63,Avoid,-0.14664072158360808,0.19025000000000009,8.832849999999999,Not Recommended,Not Recommended
Aluminum Foil/Can,Orange Juice,Bottle,100,1,en:germany,0.24,32.1,0.0,8.875,97.4,10,0.0,100,2.08,Avoid,-0.1922071244833638,0.2400500000000002,8.833599999999999,Not Recommended,Not Recommended
Mushroom Mycelium,Biscuits,Box,3000,6,en:germany,0.5,23.9,100.0,0.24,100.0,5,63.8,100,1.24,Good Alternative,0.41471508586768935,0.5508000000000015,0.20729999999999982,Recommended,Recommended
Bamboo Fiber,Tomato Sauce,Jar,250,1,en:usa,0.34,43.0,95.5,0.9,46.5,8,51.0,100,2.22,Good Alternative,0.04080985780843336,0.3392000000000015,0.9169000000000017,Recommended,Recommended
Virgin Plastic (PP),Orange Juice,Bottle,3000,12,en:uk,0.04,70.2,2.0,5.56,20.1,10,0.0,100,8.877500000000001,Avoid,-0.4353016869319843,0.04010000000000002,5.258349999999984,Not Recommended,Not Recommended
Mushroom Mycelium,Orange Juice,Bottle,1000,1,en:japan,0.52,10.3,100.0,0.17,100.0,6,65.15,100,1.11,Good Alternative,0.44691871205050193,0.5164500000000004,0.21100000000000052,Recommended,Recommended
Bioplastic (PLA),Frozen Peas,Pouch,250,1,en:france,0.52,64.0,89.5,2.28,46.3,8,41.66,100,1.36,Good Alternative,-0.07745059704133991,0.5239999999999996,2.162499999999994,Not Recommended,Not Recommended
Aluminum Foil/Can,Orange Juice,Bottle,3000,12,en:usa,0.18,24.4,0.0,8.875,95.2,10,0.0,100,1.67,Avoid,-0.24521397718132326,0.1797999999999998,8.845574999999998,Not Recommended,Not Recommended
Bamboo Fiber,Biscuits,Box,500,1,en:germany,0.27,50.7,97.6,0.95,41.7,7,49.63,100,2.77,Good Alternative,0.010236147810796174,0.2700000000000011,0.9196499999999989,Recommended,Recommended
Recycled Cardboard,Tomato Sauce,Jar,7125,12,en:france,0.09,25.7,91.3,1.2,91.5,4,52.82000000000001,100,2.93,Technical Failure (Not Suitable),0.340960469083027,0.0956999999999999,1.209649999999998,Recommended,Recommended
Virgin Plastic (PP),Frozen Peas,Pouch,600,6,en:uk,0.06,70.7,0.7,5.23,14.5,10,0.0,100,8.33,Avoid,-0.5438451486743339,0.060000000000000046,5.054750000000009,Not Recommended,Not Recommended
