Material_Type,Strength_MPa,Weight_Capacity_kg,Biodegradability_pct,CO2_Emission_g,Recyclability_pct,Cost_per_kg_INR,Typical_Product_Category,extreme_outlier,CO2_Impact_Index,Biodeg_Index,Recycl_Index,Cost_per_Strength,Cost_Strength_Norm,Cost_Efficiency_Index,Material_Suitability_Score
Glassine Paper,49.95,21.73,74,35,96,69.71,Food,FALSE,0.125,0.648648649,0.96,1.395595568,0.217017609,0.782982391,0.801090192
Palm Leaf,18.95,16.07,93,111,69,9.87,Food,FALSE,0.441666667,0.905405405,0.69,0.5208443,0.216098714,0.783901286,0.745180276
Paperboard,45.89,8.98,82,153,86,86.08,Food,FALSE,0.616666667,0.756756757,0.86,1.875789892,0.217522036,0.782477964,0.690479851
Recycled Paper,30.03,0.34,78,122,75,71.49,Food,FALSE,0.4875,0.702702703,0.75,2.380619301,0.218052342,0.781947658,0.684422725
Cellulose Film,20.1,11.75,100,134,69,107.56,Food,FALSE,0.5375,1,0.69,5.351243515,0.221172877,0.778827123,0.748331781
Wheat Straw,29.85,5.46,67,71,71,91.75,Food,FALSE,0.275,0.554054054,0.71,3.07370174,0.2187804,0.7812196,0.684771116
Cotton Padding,29.16,8.12,61,55,51,108.88,Food,FALSE,0.208333333,0.472972973,0.51,3.733881902,0.219473896,0.780526104,0.636940085
Bagasse (Sugarcane),29.76,11.28,96,139,55,95.7,Food,FALSE,0.558333333,0.945945946,0.55,3.215725698,0.218929591,0.781070409,0.699468053
HDPE (Recycled),48.16,8.98,44,104,88,56.3,Food,FALSE,0.4125,0.243243243,0.88,1.169019909,0.2167796,0.7832204,0.591653073
HDPE (Recycled),68.95,8.69,86,127,96,91.7,Food,FALSE,0.508333333,0.810810811,0.96,1.329949219,0.21694865,0.78305135,0.753922747
Hemp Fiber,52.61,6.37,88,109,51,46.68,Food,FALSE,0.433333333,0.837837838,0.51,0.887283769,0.216483646,0.783516354,0.690897107
Bamboo Fiber,78.3,4.92,44,131,100,48.64,Food,FALSE,0.525,0.243243243,1,0.621200503,0.216204135,0.783795865,0.587671939
Mushroom Packaging,22.15,5.07,93,76,27,32.63,Food,FALSE,0.295833333,0.905405405,0.27,1.473137631,0.217099065,0.782900935,0.697388522
Recycled Paper,40.15,10.16,75,136,69,85.79,Food,FALSE,0.545833333,0.662162162,0.69,2.136737182,0.217796152,0.782203848,0.645741277
Paperboard,48.05,7.19,74,97,86,9.68,Food,FALSE,0.383333333,0.648648649,0.86,0.201456812,0.215763209,0.784236791,0.716820459
Bagasse (Sugarcane),24.26,10.81,100,79,27,67.92,Food,FALSE,0.308333333,1,0.27,2.799670124,0.21849254,0.78150746,0.722293532
Palm Leaf,4.42,5.81,89,80,80,35.99,Food,FALSE,0.3125,0.851351351,0.8,8.142532094,0.224105026,0.775894974,0.781254149
Mushroom Packaging,27.45,6.94,66,92,68,115.2,Food,FALSE,0.3625,0.540540541,0.68,4.196721159,0.219960092,0.780039908,0.652547139
Glassine Paper,38.64,4.91,82,89,100,83.89,Food,FALSE,0.35,0.756756757,1,2.171066196,0.217832214,0.782167786,0.785068974
Cotton Padding,22.54,6.06,57,155,92,28.79,Food,FALSE,0.625,0.418918919,0.92,1.27728477,0.216893328,0.783106672,0.599202344
Jute Fiber,45.24,10.64,70,176,89,47.43,Food,FALSE,0.7125,0.594594595,0.89,1.048408465,0.216652902,0.783347098,0.624090153
Cotton Padding,26.64,5.64,100,43,82,84.55,Food,FALSE,0.158333333,1,0.82,3.17379868,0.218885548,0.781114452,0.86969528
PLA Bioplastic,20.57,10.96,94,76,82,72.03,Food,FALSE,0.295833333,0.918918919,0.82,3.501701337,0.219229998,0.780770002,0.810909843
Kraft Paper,30.42,6.38,78,176,79,41.08,Food,FALSE,0.7125,0.702702703,0.79,1.350427306,0.216970162,0.783029838,0.63644327
Recycled Paper,33.07,5.31,66,5,77,34.88,Food,FALSE,0,0.540540541,0.77,1.054732354,0.216659545,0.783340455,0.761997276
PLA-coated Paper,37.85,12.92,93,103,69,85.97,Food,FALSE,0.408333333,0.905405405,0.69,2.271334154,0.217937542,0.782062458,0.753053903
Hemp Fiber,55.5,7.81,97,50,80,81.22,Food,FALSE,0.1875,0.959459459,0.8,1.463423397,0.21708886,0.78291114,0.846690623
Glassine Paper,37.03,7.95,50,97,83,68.23,Food,FALSE,0.383333333,0.324324324,0.83,1.842560037,0.21748713,0.78251287,0.613092182
PLA-coated Paper,35.34,7.1,89,125,62,70.63,Food,FALSE,0.5,0.851351351,0.62,1.998585116,0.217651028,0.782348972,0.699992648
Bamboo Fiber,70.06,1.82,100,169,59,66.6,Food,FALSE,0.683333333,1,0.59,0.950613746,0.216550172,0.783449828,0.693029124
Glassine Paper,29.27,7.54,92,151,71,89.02,Food,FALSE,0.608333333,0.891891892,0.71,3.041339151,0.218746404,0.781253596,0.702797633
Bagasse (Sugarcane),8.97,12.96,69,80,50,24.19,Food,FALSE,0.3125,0.581081081,0.5,2.6967667,0.218384443,0.781615557,0.641603214
Cornstarch Polymer,28.84,15.79,100,154,100,64.53,Food,FALSE,0.620833333,1,1,2.237517259,0.217902018,0.782097982,0.790316162
Bagasse (Sugarcane),17.58,13.64,61,101,87,116.19,Food,FALSE,0.4,0.472972973,0.87,6.609214641,0.22249433,0.77750567,0.660268309
Mushroom Packaging,15.56,2.74,77,88,96,0.13,Food,FALSE,0.345833333,0.689189189,0.96,0.008354755,0.215560362,0.784439638,0.758408333
Wheat Straw,39.66,16.3,100,136,61,31.92,Food,FALSE,0.545833333,1,0.61,0.804841129,0.216397043,0.783602957,0.731442406
Starch Foam,15.12,6.01,68,137,69,81.89,Food,FALSE,0.55,0.567567568,0.69,5.416004933,0.221240906,0.778759094,0.615460044
Corrugated Cardboard,46.57,6.85,100,176,46,42.92,Food,FALSE,0.7125,1,0.46,0.921623343,0.216519718,0.783480282,0.65974507
Wheat Straw,27.09,12.49,61,18,76,66.81,Food,FALSE,0.054166667,0.472972973,0.76,2.466223608,0.218142266,0.781857734,0.725814659
Bamboo Fiber,69.94,5.62,93,10,51,57.21,Food,FALSE,0.020833333,0.905405405,0.51,0.817986834,0.216410852,0.783589148,0.814310575
Seaweed-based,23.32,17.12,94,95,66,76.58,Food,FALSE,0.375,0.918918919,0.66,3.28387636,0.219001181,0.780998819,0.75917538
Bagasse (Sugarcane),16.53,6.99,68,97,87,50.59,Food,FALSE,0.383333333,0.567567568,0.87,3.060495883,0.218766528,0.781233472,0.693745305
Bagasse (Sugarcane),11.22,3.53,70,155,98,90.02,Food,FALSE,0.625,0.594594595,0.98,8.02317219,0.223979642,0.776020358,0.662133468
Corrugated Cardboard,32.85,9.82,80,125,35,65.7,Food,FALSE,0.5,0.72972973,0.35,1.999999939,0.217652515,0.782347485,0.60950579
Jute Fiber,44.02,10.92,73,94,48,70.95,Food,FALSE,0.370833333,0.635135135,0.48,1.611767342,0.21724469,0.78275531,0.639521035
Cellulose Film,25.56,8.53,95,86,62,106.51,Food,FALSE,0.3375,0.932432432,0.62,4.16705774,0.219928932,0.780071068,0.764372497
Cotton Padding,22.15,14.12,66,137,56,41.44,Food,FALSE,0.55,0.540540541,0.56,1.870880277,0.217516879,0.782483121,0.582282942
PLA-coated Paper,69.43,0.29,79,63,51,63.18,Food,FALSE,0.241666667,0.716216216,0.51,0.909981263,0.216507489,0.783492511,0.702321326
Recycled Paper,39.66,16.2,75,164,93,67.74,Food,FALSE,0.6625,0.662162162,0.93,1.708018111,0.217345798,0.782654202,0.664687199
PLA-coated Paper,51.13,9.67,91,64,65,96.04,Food,FALSE,0.245833333,0.878378378,0.65,1.878349269,0.217524725,0.782475275,0.777673999
Kraft Paper,36.69,12.98,61,133,92,37.99,Food,FALSE,0.533333333,0.472972973,0.92,1.03543197,0.21663927,0.78336073,0.638398741
Cotton Padding,24.33,8.75,80,164,42,94.77,Food,FALSE,0.6625,0.72972973,0.42,3.895190962,0.219643345,0.780356655,0.582383083
Bamboo Fiber,50.2,20.18,80,137,72,94.38,Food,FALSE,0.55,0.72972973,0.72,1.880079644,0.217526543,0.782473457,0.671037283
Bamboo Fiber,63.25,12.49,85,75,69,10.29,Food,FALSE,0.291666667,0.797297297,0.69,0.162687744,0.215722484,0.784277516,0.750341902
Mushroom Packaging,22.23,13.76,81,109,89,76.91,Food,FALSE,0.433333333,0.743243243,0.89,3.459738936,0.219185918,0.780814082,0.73784316
PLA Bioplastic,21.94,6.82,92,145,50,58.1,Food,FALSE,0.583333333,0.891891892,0.5,2.648131146,0.218333353,0.781666647,0.667150896
Cellulose Film,-4.31,6.83,77,113,73,14.28,Food,FALSE,0.45,0.689189189,0.73,-3.313225827,0.21207116,0.78792884,0.687238967
Bagasse (Sugarcane),33.52,2.37,95,67,59,39.13,Food,FALSE,0.258333333,0.932432432,0.59,1.167362734,0.216777859,0.783222141,0.778951932
Starch Foam,24.19,12.09,79,84,100,76.26,Food,FALSE,0.329166667,0.716216216,1,3.152542243,0.218863219,0.781136781,0.777857393
PLA Bioplastic,38.02,1.3,80,169,58,94.63,Food,FALSE,0.683333333,0.72972973,0.58,2.488953117,0.218166143,0.781833857,0.60954405
Hemp Fiber,63.45,1.13,84,53,17,76.94,Food,FALSE,0.2,0.783783784,0.17,1.212608334,0.216825388,0.783174612,0.664928788
Hemp Fiber,55.63,5.74,86,69,92,1.3,Food,FALSE,0.266666667,0.810810811,0.92,0.023368686,0.215576134,0.784423866,0.806682543
Glassine Paper,45.26,9.81,74,25,42,67.26,Food,FALSE,0.083333333,0.648648649,0.42,1.486080391,0.21711266,0.78288734,0.703483096
Mushroom Packaging,20.57,14.67,72,103,64,67.74,Food,FALSE,0.408333333,0.621621622,0.64,3.293145197,0.219010918,0.780989082,0.657650424
PLA Bioplastic,34.86,13.34,100,108,68,50.79,Food,FALSE,0.429166667,1,0.68,1.456970698,0.217082082,0.782917918,0.774437813
Bagasse (Sugarcane),42.33,9.05,75,128,92,67.3,Food,FALSE,0.5125,0.662162162,0.92,1.58988893,0.217221708,0.782778292,0.700218222
Recycled Paper,44.42,3.4,83,111,67,48.56,Food,FALSE,0.441666667,0.77027027,0.67,1.093201236,0.216699955,0.783300045,0.700489426
Palm Leaf,6.39,9.49,81,83,78,54.6,Food,FALSE,0.325,0.743243243,0.78,8.544599602,0.224527383,0.775472617,0.741591127
Jute Fiber,40.57,15.51,79,99,69,103.39,Food,FALSE,0.391666667,0.716216216,0.69,2.548434741,0.218228626,0.781771374,0.700391042
Cornstarch Polymer,35.22,16.09,90,171,42,77.25,Food,FALSE,0.691666667,0.864864865,0.42,2.193355985,0.217855628,0.782144372,0.616078886
Bagasse (Sugarcane),19.59,12.2,63,136,64,42.98,Food,FALSE,0.545833333,0.5,0.64,2.193976407,0.21785628,0.78214372,0.587077597
Corrugated Cardboard,41.83,9.53,78,90,36,94.04,Food,FALSE,0.354166667,0.702702703,0.36,2.248147209,0.217913185,0.782086815,0.639790848
Wheat Straw,32.91,11.98,92,111,64,44.74,Food,FALSE,0.441666667,0.891891892,0.64,1.359465167,0.216979656,0.783020344,0.730905987
Mushroom Packaging,22.38,2.28,72,120,71,68.26,Food,FALSE,0.479166667,0.621621622,0.71,3.050044546,0.218755549,0.781244451,0.654005933
Cellulose Film,23.83,2.47,70,120,70,68.13,Food,FALSE,0.479166667,0.594594595,0.7,2.859001139,0.218554865,0.781445135,0.643947996
Bamboo Fiber,60.94,9.82,40,60,70,111.01,Food,FALSE,0.229166667,0.189189189,0.7,1.821627801,0.217465141,0.782534859,0.585098805
HDPE (Recycled),63.26,11.76,56,130,47,51.23,Food,FALSE,0.520833333,0.405405405,0.47,0.809832425,0.216402286,0.783597714,0.531312717
Bagasse (Sugarcane),33.19,15.33,82,5,63,75.87,Food,FALSE,0,0.756756757,0.63,2.285929428,0.217952873,0.782047127,0.798538809
Palm Leaf,30.86,9.93,90,124,90,32.02,Food,FALSE,0.495833333,0.864864865,0.9,1.037589078,0.216641536,0.783358464,0.761340742
PLA Bioplastic,20.64,10.08,80,83,62,58.3,Food,FALSE,0.325,0.72972973,0.62,2.824612266,0.218518741,0.781481259,0.707039234
Palm Leaf,34.3,11.6,80,95,100,42.53,Food,FALSE,0.375,0.72972973,1,1.239941655,0.216854101,0.783145899,0.770955394
Kraft Paper,43.91,4.41,69,5,55,50.88,Food,FALSE,0,0.581081081,0.55,1.158733747,0.216768795,0.783231205,0.730132126
Cornstarch Polymer,16.55,11.1,96,83,77,105.84,Food,FALSE,0.325,0.945945946,0.77,6.395165777,0.22226948,0.77773052,0.800966414
Recycled Paper,47.09,14.47,79,85,77,73.13,Food,FALSE,0.333333333,0.716216216,0.77,1.552983615,0.21718294,0.78281706,0.731235797
HDPE (Recycled),48.8,11.67,83,79,50,88.91,Food,FALSE,0.308333333,0.77027027,0.5,1.821926192,0.217465455,0.782534545,0.699631384
Bamboo Fiber,76.34,14.06,85,102,67,72.35,Food,FALSE,0.404166667,0.797297297,0.67,0.94773381,0.216547147,0.783452853,0.718010736
Cotton Padding,19.45,5.52,95,136,33,109.53,Food,FALSE,0.545833333,0.932432432,0.33,5.631362178,0.221467131,0.778532869,0.653904614
PLA Bioplastic,30.06,10.99,83,59,62,33.86,Food,FALSE,0.225,0.77027027,0.62,1.126413802,0.216734844,0.783265156,0.74464737
Starch Foam,18.28,2.43,76,105,39,111.42,Food,FALSE,0.416666667,0.675675676,0.39,6.095185662,0.221954361,0.778045639,0.621047446
Cotton Padding,15.91,5.15,89,128,57,28.59,Food,FALSE,0.5125,0.851351351,0.57,1.796982917,0.217439253,0.782560747,0.686920592
Mushroom Packaging,17.81,11.49,87,163,69,68.26,Food,FALSE,0.658333333,0.824324324,0.69,3.832678055,0.219577678,0.780422322,0.665819545
Bagasse (Sugarcane),15.69,8.59,82,110,82,79.53,Food,FALSE,0.4375,0.756756757,0.82,5.068833329,0.220876215,0.779123785,0.726432973
Hemp Fiber,65.03,15.08,86,58,44,86.98,Food,FALSE,0.220833333,0.810810811,0.44,1.337536501,0.21695662,0.78304338,0.721795755
Jute Fiber,69.13,3.21,97,112,58,74.54,Food,FALSE,0.445833333,0.959459459,0.58,1.078258338,0.216684258,0.783315742,0.73820844
Palm Leaf,13.61,3.79,90,109,54,81.05,Food,FALSE,0.433333333,0.864864865,0.54,5.955179577,0.22180729,0.77819271,0.703674304
Wheat Straw,32.98,10.72,80,102,72,30.43,Food,FALSE,0.404166667,0.72972973,0.72,0.922680384,0.216520829,0.783479171,0.707747045
Starch Foam,30.43,6.05,74,44,65,26.45,Food,FALSE,0.1625,0.648648649,0.65,0.86920799,0.216464658,0.783535342,0.72985343
Glassine Paper,41.41,0.14,78,183,55,86.52,Food,FALSE,0.741666667,0.702702703,0.55,2.089350348,0.217746374,0.782253626,0.580957551
Cornstarch Polymer,11.48,13.06,71,128,67,70.73,Food,FALSE,0.5125,0.608108108,0.67,6.161149289,0.222023654,0.777976346,0.632801519
Corrugated Cardboard,19.4,11.96,71,110,56,60.13,Food,FALSE,0.4375,0.608108108,0.56,3.099484376,0.218807484,0.781192516,0.630355561
Kraft Paper,30.26,11.24,76,105,79,59.49,Food,FALSE,0.416666667,0.675675676,0.79,1.965961601,0.217616759,0.782383241,0.702131846
Corrugated Cardboard,49.27,9.02,88,110,70,104.46,Food,FALSE,0.4375,0.837837838,0.7,2.120154209,0.217778732,0.782221268,0.727531668
HDPE (Recycled),57.55,9.82,76,138,96,50.96,Food,FALSE,0.554166667,0.675675676,0.96,0.885490862,0.216481763,0.783518237,0.702040595
Cellulose Film,16.64,7.43,92,89,69,71.15,Food,FALSE,0.35,0.891891892,0.69,4.275841089,0.220043205,0.779956795,0.763056766
HDPE (Recycled),70.54,11.31,77,156,70,76.61,Food,FALSE,0.629166667,0.689189189,0.7,1.086050452,0.216692443,0.783307557,0.635291979
Bagasse (Sugarcane),49.3,12,100,83,57,56.58,Food,FALSE,0.325,1,0.57,1.14766732,0.21675717,0.78324283,0.778560708
Bamboo Fiber,34.3,9.99,96,81,71,11.12,Food,FALSE,0.316666667,0.945945946,0.71,0.324198241,0.215892145,0.784107855,0.792644081
Cotton Padding,34.3,17.73,82,78,100,26.4,Food,FALSE,0.304166667,0.756756757,1,0.769679278,0.216360107,0.783639893,0.796895334
Wheat Straw,14.75,13.37,57,140,50,17.76,Food,FALSE,0.5625,0.418918919,0.5,1.204067715,0.216816416,0.783183584,0.530846572
Recycled Paper,53.03,11.1,100,115,56,14.9,Food,FALSE,0.458333333,1,0.56,0.280973029,0.215846738,0.784153262,0.743454982
Jute Fiber,69.56,12.45,86,10,60,2.06,Food,FALSE,0.020833333,0.810810811,0.6,0.029614721,0.215582695,0.784417305,0.804139236
Glassine Paper,34.3,11.47,61,142,73,81.69,Food,FALSE,0.570833333,0.472972973,0.73,2.381632584,0.218053406,0.781946594,0.590670207
Cornstarch Polymer,22.27,12.65,79,115,67,50.63,Food,FALSE,0.458333333,0.716216216,0.67,2.273461954,0.217939777,0.782060223,0.679796587
Starch Foam,29.62,16.27,60,110,74,63.9,Food,FALSE,0.4375,0.459459459,0.74,2.157326058,0.21781778,0.78218222,0.622008393
Cornstarch Polymer,39.91,8.97,62,87,62,107.28,Food,FALSE,0.341666667,0.486486486,0.62,2.688048041,0.218375285,0.781624715,0.629935458
Cornstarch Polymer,39.7,19.39,65,82,42,77.77,Food,FALSE,0.320833333,0.527027027,0.42,1.958942016,0.217609385,0.782390615,0.607497429
PLA-coated Paper,28.13,0.29,58,80,61,65.07,Food,FALSE,0.3125,0.432432432,0.61,2.313188684,0.217981508,0.782018492,0.619109353
Cellulose Film,38.98,13.11,80,132,60,42.64,Food,FALSE,0.529166667,0.72972973,0.6,1.093894277,0.216700683,0.783299317,0.652452082
Palm Leaf,24.02,10.93,78,126,69,68.54,Food,FALSE,0.504166667,0.702702703,0.69,2.853455335,0.218549039,0.781450961,0.668131884
Kraft Paper,40.16,5.82,82,18,90,108.38,Food,FALSE,0.054166667,0.756756757,0.9,2.698705112,0.21838648,0.78161352,0.83888874
Wheat Straw,21.11,9.82,82,99,76,24.28,Food,FALSE,0.391666667,0.756756757,0.76,1.150165744,0.216759794,0.783240206,0.726920412
HDPE (Recycled),49.21,8.96,59,156,77,100.37,Food,FALSE,0.629166667,0.445945946,0.77,2.039626051,0.21769414,0.78230586,0.576068582
Cellulose Film,15.63,9.82,73,55,62,74.45,Food,FALSE,0.208333333,0.635135135,0.62,4.763275447,0.220555237,0.779444763,0.707318398
Cellulose Film,5.5,10.97,94,118,76,74.57,Food,FALSE,0.470833333,0.918918919,0.76,13.55817935,0.22979397,0.77020603,0.75251885
Palm Leaf,33.91,12.64,80,154,98,83.16,Food,FALSE,0.620833333,0.72972973,0.98,2.452373859,0.218127717,0.781872283,0.705178656
Starch Foam,19.87,7,93,92,88,50.99,Food,FALSE,0.3625,0.905405405,0.88,2.566180042,0.218247267,0.781752733,0.802434805
Cotton Padding,23.49,12.38,78,93,51,99.24,Food,FALSE,0.366666667,0.702702703,0.51,4.224776321,0.219989563,0.780010437,0.666146753
Corrugated Cardboard,49.22,14.45,100,117,62,65.72,Food,FALSE,0.466666667,1,0.62,1.335229554,0.216954197,0.783045803,0.753094784
Cellulose Film,34.3,11.57,69,128,62,23.32,Food,FALSE,0.5125,0.581081081,0.62,0.679883362,0.216265779,0.783734221,0.61613288
Mushroom Packaging,31.73,6.5,100,167,68,28.09,Food,FALSE,0.675,1,0.68,0.88528204,0.216481543,0.783518457,0.713129614
Jute Fiber,34.3,22.76,62,79,69,77.81,Food,FALSE,0.308333333,0.486486486,0.69,2.268513053,0.217934578,0.782065422,0.652378968
Hemp Fiber,72.97,16.25,88,91,61,98.13,Food,FALSE,0.358333333,0.837837838,0.61,1.344799214,0.21696425,0.78303575,0.729526956
Cellulose Film,36.66,9.97,77,15,82,97.43,Food,FALSE,0.041666667,0.689189189,0.82,2.657664958,0.218343368,0.781656632,0.805754248
Glassine Paper,55.64,9.33,88,108,65,32.99,Food,FALSE,0.429166667,0.837837838,0.65,0.592918753,0.216174426,0.783825574,0.720016078
Mushroom Packaging,31.11,13.55,80,121,16,42.06,Food,FALSE,0.483333333,0.72972973,0.16,1.351976813,0.216971789,0.783028211,0.575842638
Cellulose Film,20.61,11.92,84,81,63,46.12,Food,FALSE,0.316666667,0.783783784,0.63,2.237748557,0.217902261,0.782097739,0.727492903
Corrugated Cardboard,33.95,10.79,90,32,87,60.64,Food,FALSE,0.1125,0.864864865,0.87,1.786156059,0.217427879,0.782572121,0.85097749
Starch Foam,13.59,7.78,90,86,76,18.01,Food,FALSE,0.3375,0.864864865,0.76,1.325239049,0.216943702,0.783056298,0.772848534
Bamboo Fiber,61.27,14.54,97,105,59,47.66,Food,FALSE,0.416666667,0.959459459,0.59,0.777868438,0.216368709,0.783631291,0.747578994
Cellulose Film,26.05,11.65,77,126,70,60.65,Food,FALSE,0.504166667,0.689189189,0.7,2.328214882,0.217997293,0.782002707,0.666215767
Cornstarch Polymer,33.52,7.29,86,83,90,31.21,Food,FALSE,0.325,0.810810811,0.9,0.931085891,0.216529659,0.783470341,0.787860829
Recycled Paper,37.1,8.46,63,177,60,61.76,Food,FALSE,0.716666667,0.5,0.6,1.664689982,0.217300284,0.782699716,0.536508262
Starch Foam,29.68,10.05,86,139,56,106.33,Food,FALSE,0.558333333,0.810810811,0.56,3.582547049,0.219314924,0.780685076,0.660831179
Mushroom Packaging,31.38,13.1,89,127,69,146.78,Food,FALSE,0.508333333,0.851351351,0.69,4.677501444,0.220465135,0.779534865,0.711205788
Recycled Paper,33.68,4.17,82,42,79,42.64,Food,FALSE,0.154166667,0.756756757,0.79,1.266033217,0.216881509,0.783118491,0.792264983
Starch Foam,51.77,13.66,88,113,99,78.01,Food,FALSE,0.45,0.837837838,0.99,1.506857224,0.217134486,0.782865514,0.78256773
Seaweed-based,12.95,6.03,80,38,69,70.93,Food,FALSE,0.1375,0.72972973,0.69,5.477219654,0.22130521,0.77869479,0.767217616
Wheat Straw,14.7,20.89,85,130,41,43.95,Food,FALSE,0.520833333,0.797297297,0.41,2.989795715,0.21869226,0.78130774,0.636307791
Wheat Straw,23.11,9.87,86,119,100,47.21,Food,FALSE,0.475,0.810810811,1,2.04283851,0.217697515,0.782302485,0.770068864
Wheat Straw,30,7.95,66,157,36,59.91,Food,FALSE,0.633333333,0.540540541,0.36,1.996999933,0.217649363,0.782350637,0.521416488
Starch Foam,22.55,9.7,75,191,69,59.97,Food,FALSE,0.775,0.662162162,0.69,2.659423385,0.218345215,0.781654785,0.588312345
Mushroom Packaging,25.88,9.58,80,122,73,49.34,Food,FALSE,0.4875,0.72972973,0.73,1.906491426,0.217554287,0.782445713,0.688655347
HDPE (Recycled),51.25,13.49,63,114,72,85.8,Food,FALSE,0.454166667,0.5,0.72,1.674146309,0.217310217,0.782689783,0.626130779
Cellulose Film,20.67,3.3,71,153,45,53.07,Food,FALSE,0.616666667,0.608108108,0.45,2.56748899,0.218248642,0.781751358,0.563703605
Bamboo Fiber,62.17,13.27,52,162,61,95.08,Food,FALSE,0.654166667,0.351351351,0.61,1.52935497,0.217158119,0.782841881,0.509574209
Palm Leaf,32.99,6.27,49,60,98,111.18,Food,FALSE,0.229166667,0.310810811,0.98,3.370112053,0.219091769,0.780908231,0.677178634
Cellulose Film,17.23,9.82,74,122,57,67.19,Food,FALSE,0.4875,0.648648649,0.57,3.899593506,0.21964797,0.78035203,0.631807602
Bagasse (Sugarcane),16.02,15.39,96,29,100,53.7,Food,FALSE,0.1,0.945945946,1,3.352059716,0.219072805,0.780927195,0.904015582
Corrugated Cardboard,39.78,7.08,80,103,50,117.58,Food,FALSE,0.408333333,0.72972973,0.5,2.955756587,0.218656503,0.781343497,0.66217146
Cornstarch Polymer,26.93,8.4,94,109,84,86.93,Food,FALSE,0.433333333,0.918918919,0.84,3.227998395,0.218942483,0.781057517,0.780606722
Bamboo Fiber,55.88,2.48,85,93,59,0.59,Food,FALSE,0.366666667,0.797297297,0.59,0.010558339,0.215562677,0.784437323,0.711631853
Cornstarch Polymer,21.64,5.01,90,68,85,53.56,Food,FALSE,0.2625,0.864864865,0.85,2.475046096,0.218151534,0.781848466,0.809296576
Seaweed-based,26.35,9.82,42,123,79,77.53,Food,FALSE,0.491666667,0.216216216,0.79,2.942314879,0.218642383,0.781357617,0.545287602
Glassine Paper,63.23,7.7,73,10,79,88.06,Food,FALSE,0.020833333,0.635135135,0.79,1.39269332,0.217014561,0.782985439,0.789078567
Recycled Paper,34.48,12.83,88,106,58,89.51,Food,FALSE,0.420833333,0.837837838,0.58,2.595997605,0.218278589,0.781721411,0.707573371
Wheat Straw,25.2,3.91,100,95,100,88.83,Food,FALSE,0.375,1,1,3.52499986,0.219254473,0.780745527,0.851436382
Starch Foam,19.73,10.64,53,116,58,58.11,Food,FALSE,0.4625,0.364864865,0.58,2.945260875,0.218645478,0.781354522,0.55517309
Bagasse (Sugarcane),19.79,1.65,95,5,57,53.91,Food,FALSE,0,0.932432432,0.57,2.724102945,0.218413159,0.781586841,0.83912644
Paperboard,22.09,4.04,82,63,57,87.43,Food,FALSE,0.241666667,0.756756757,0.57,3.957899323,0.219709218,0.780290782,0.725683056
Mushroom Packaging,19.15,8.73,72,109,81,75.04,Food,FALSE,0.433333333,0.621621622,0.81,3.918537654,0.21966787,0.78033213,0.685236186
Mushroom Packaging,34.3,6.42,100,5,65,98.15,Food,FALSE,0,1,0.65,2.861515952,0.218557507,0.781442493,0.875360623
