ProductID,ProductName,ProductCategory,Weight_g,FragilityLevel,Dimensions_cm,MaterialType,SustainabilityScore,Material_Type_ID,Strength_mpa,Weight_Capacity_kg,Biodegradability_Score,CO2_Emission_Score,Recyclability_Percent,SuggestedEcoMaterial,CostPerPackage
PROD-2414,Tablet Model 950,Tablet,1760.31,2,12x23x13,Plastic,61.95,1,79.01,7.9,1.69,25.32,91.97,Bio-Polymer,137.28
PROD-2415,Camera Model 988,Camera,1875.86,3,5x28x17,Aluminum,68.67,3,227.44,22.74,6.56,41.0,70.7,Bio-Polymer,170.29
PROD-2416,Smartphone Model 267,Smartphone,884.51,2,21x36x19,Composite,28.86,2,169.48,16.95,5.39,90.56,12.15,Bio-Polymer,99.96
PROD-2417,Tablet Model 292,Tablet,2689.86,1,18x21x2,Plastic,66.08,4,37.74,3.77,7.83,55.54,57.92,Molded Pulp,163.16
PROD-2418,Headphones Model 382,Headphones,121.41,3,34x38x15,Cardboard,73.42,2,418.26,41.83,4.71,27.64,90.99,Recycled PET,103.83
PROD-2419,Camera Model 624,Camera,1078.38,3,38x5x2,Plastic,87.48,3,32.13,3.21,9.87,39.57,80.0,Bio-Polymer,111.64
PROD-2420,Camera Model 582,Camera,2179.31,4,48x22x16,Aluminum,43.39,1,330.1,33.01,4.58,64.84,41.8,Molded Pulp,211.87
PROD-2421,Tablet Model 815,Tablet,286.26,5,43x16x11,Cardboard,73.29,2,163.9,16.39,4.0,20.56,95.51,Bio-Polymer,116.7
PROD-2422,Tablet Model 654,Tablet,590.35,4,6x6x7,Plastic,51.47,4,104.14,10.41,8.84,81.37,26.86,Bio-Polymer,109.54
PROD-2423,Laptop Model 188,Laptop,1788.39,3,24x32x11,Composite,40.74,3,336.87,33.69,4.56,67.18,37.51,Recycled PET,177.35
PROD-2424,Smartwatch Model 194,Smartwatch,1701.98,3,7x29x14,Plastic,80.34,2,291.52,29.15,8.84,40.66,74.97,Bio-Polymer,169.96
PROD-2425,Smartwatch Model 527,Smartwatch,2229.84,5,28x7x19,Composite,18.96,3,164.48,16.45,1.25,84.17,23.29,Recycled PET,211.64
PROD-2426,Laptop Model 475,Laptop,2447.21,2,42x32x2,Composite,59.86,2,261.35,26.14,7.23,59.2,51.54,Recycled PET,188.12
PROD-2427,Camera Model 982,Camera,429.31,5,14x14x2,Plastic,50.31,1,130.66,13.07,1.65,40.3,72.88,Bio-Polymer,119.65
PROD-2428,Smartphone Model 939,Smartphone,104.22,4,36x36x12,Aluminum,47.97,4,433.21,43.32,2.33,51.03,64.4,Molded Pulp,119.06
PROD-2429,Camera Model 474,Camera,2084.43,2,31x17x18,Composite,38.52,1,163.77,16.38,7.3,87.91,15.54,Bio-Polymer,161.42
PROD-2430,Tablet Model 725,Tablet,939.11,4,32x29x19,Aluminum,52.21,2,130.12,13.01,3.61,49.19,62.97,Bio-Polymer,130.95
PROD-2431,Tablet Model 278,Tablet,1896.65,5,40x6x7,Composite,45.94,4,378.4,37.84,2.89,57.47,57.27,Bio-Polymer,217.37
PROD-2432,Laptop Model 599,Laptop,494.11,2,35x13x12,Composite,66.33,2,18.62,1.86,8.21,54.62,55.78,Molded Pulp,67.52
PROD-2433,Smartwatch Model 212,Smartwatch,1433.67,5,20x29x9,Plastic,87.63,2,141.33,14.13,9.52,32.72,82.6,Recycled PET,171.32
PROD-2434,Smartwatch Model 225,Smartwatch,1538.05,1,32x21x5,Composite,23.4,4,193.94,19.39,3.09,83.48,18.39,Molded Pulp,122.02
PROD-2435,Headphones Model 430,Headphones,1775.98,3,43x19x6,Cardboard,60.51,4,442.3,44.23,3.85,42.31,75.16,Molded Pulp,187.39
PROD-2436,Headphones Model 382,Headphones,1563.85,2,42x27x6,Plastic,75.36,3,475.72,47.57,7.43,39.98,76.09,Bio-Polymer,166.43
PROD-2437,Smartwatch Model 500,Smartwatch,1512.29,3,45x29x4,Cardboard,76.71,4,361.07,36.11,8.34,41.21,72.26,Bio-Polymer,166.57
PROD-2438,Camera Model 196,Camera,1031.57,1,8x22x6,Cardboard,70.33,1,251.34,25.13,9.99,56.64,50.6,Molded Pulp,101.76
PROD-2439,Headphones Model 668,Headphones,259.98,2,15x15x5,Composite,37.57,4,323.9,32.39,3.46,71.17,39.55,Recycled PET,85.55
PROD-2440,Smartwatch Model 945,Smartwatch,314.08,3,20x29x2,Aluminum,47.72,4,212.86,21.29,6.01,67.48,39.47,Recycled PET,94.1
PROD-2441,Headphones Model 217,Headphones,1329.65,3,30x34x7,Plastic,52.85,3,156.42,15.64,2.21,37.66,73.38,Bio-Polymer,136.21
PROD-2442,Tablet Model 132,Tablet,1099.59,2,31x23x7,Aluminum,45.78,1,475.84,47.58,3.98,60.34,49.79,Recycled PET,143.75
PROD-2443,Camera Model 149,Camera,1572.6,3,49x23x8,Plastic,25.92,1,66.54,6.65,1.4,74.99,33.84,Recycled PET,141.71
PROD-2444,Smartphone Model 118,Smartphone,949.27,3,48x36x17,Cardboard,49.12,4,179.73,17.97,2.9,51.4,62.55,Recycled PET,121.26
PROD-2445,Camera Model 296,Camera,2079.33,2,5x29x16,Composite,72.46,4,450.55,45.06,5.56,33.2,83.7,Molded Pulp,188.49
PROD-2446,Tablet Model 549,Tablet,2598.67,3,17x14x19,Composite,13.59,3,364.34,36.43,2.47,94.2,6.15,Molded Pulp,223.06
PROD-2447,Camera Model 658,Camera,931.65,3,40x26x7,Composite,94.35,1,24.26,2.43,9.0,21.11,97.21,Bio-Polymer,103.68
PROD-2448,Smartwatch Model 388,Smartwatch,619.3,4,31x12x10,Aluminum,35.37,1,21.32,2.13,7.39,94.82,9.67,Recycled PET,103.78
PROD-2449,Headphones Model 183,Headphones,392.73,4,44x23x19,Composite,35.7,2,263.09,26.31,1.25,55.16,51.17,Bio-Polymer,116.07
PROD-2450,Camera Model 490,Camera,1867.95,1,5x15x10,Composite,69.17,3,247.28,24.73,8.89,53.28,56.02,Molded Pulp,142.76
PROD-2451,Camera Model 314,Camera,1359.38,4,46x14x2,Aluminum,47.48,3,227.07,22.71,9.8,88.75,13.82,Bio-Polymer,161.22
PROD-2452,Tablet Model 227,Tablet,604.65,4,31x21x13,Aluminum,77.0,4,158.15,15.81,5.52,22.76,91.56,Molded Pulp,117.93
PROD-2453,Camera Model 576,Camera,1976.75,1,48x21x8,Composite,43.61,1,493.45,49.35,3.83,61.85,47.15,Molded Pulp,173.44
PROD-2454,Smartwatch Model 128,Smartwatch,488.03,3,47x6x17,Composite,22.07,4,143.27,14.33,3.37,86.1,14.31,Bio-Polymer,95.71
PROD-2455,Laptop Model 930,Laptop,1685.19,3,27x14x11,Cardboard,49.84,3,250.12,25.01,1.79,44.02,71.16,Recycled PET,164.09
PROD-2456,Laptop Model 460,Laptop,1605.09,4,34x39x18,Composite,61.5,1,208.4,20.84,5.42,45.78,66.34,Bio-Polymer,171.17
PROD-2457,Smartphone Model 491,Smartphone,2215.97,1,23x22x19,Aluminum,63.58,1,93.42,9.34,1.45,22.17,96.29,Recycled PET,143.92
PROD-2458,Laptop Model 673,Laptop,212.57,3,39x14x14,Plastic,48.63,3,109.28,10.93,5.53,63.39,44.15,Bio-Polymer,76.0
PROD-2459,Headphones Model 301,Headphones,2669.23,5,26x13x11,Composite,29.16,1,459.97,46.0,3.27,79.93,26.78,Bio-Polymer,264.24
PROD-2460,Smartphone Model 421,Smartphone,2123.83,2,23x33x4,Plastic,24.75,2,430.56,43.06,5.29,95.06,6.0,Bio-Polymer,188.92
PROD-2461,Camera Model 669,Camera,687.57,2,16x12x16,Composite,63.05,3,107.53,10.75,4.77,43.24,73.31,Molded Pulp,84.17
PROD-2462,Headphones Model 511,Headphones,591.05,2,47x10x14,Composite,52.02,3,439.07,43.91,3.75,53.03,61.73,Bio-Polymer,112.7
PROD-2463,Camera Model 780,Camera,1323.4,4,15x10x6,Cardboard,78.51,1,112.5,11.25,5.04,21.62,97.26,Molded Pulp,147.13
PROD-2464,Headphones Model 181,Headphones,2461.82,2,11x23x12,Composite,63.8,3,317.01,31.7,5.27,41.63,71.22,Molded Pulp,195.98
PROD-2465,Laptop Model 567,Laptop,2536.7,2,10x29x10,Aluminum,90.0,4,49.83,4.98,8.5,24.51,93.32,Molded Pulp,170.32
PROD-2466,Smartphone Model 830,Smartphone,1585.35,5,24x29x19,Composite,87.46,3,441.38,44.14,6.99,26.0,99.16,Bio-Polymer,206.32
PROD-2467,Smartphone Model 303,Smartphone,2589.39,3,12x6x5,Plastic,45.3,4,35.24,3.52,4.9,64.49,42.84,Bio-Polymer,186.23
PROD-2468,Tablet Model 486,Tablet,66.06,5,8x5x17,Composite,45.61,2,281.92,28.19,9.15,87.63,15.03,Bio-Polymer,115.65
PROD-2469,Laptop Model 197,Laptop,153.77,4,37x28x18,Aluminum,42.96,2,392.06,39.21,7.8,84.76,19.59,Bio-Polymer,117.53
PROD-2470,Smartphone Model 902,Smartphone,2739.87,2,9x39x11,Composite,25.83,4,67.25,6.72,1.68,75.62,31.84,Molded Pulp,183.36
PROD-2471,Laptop Model 735,Laptop,2337.23,3,30x30x10,Plastic,40.07,3,208.2,20.82,2.38,59.5,50.89,Recycled PET,192.31
PROD-2472,Laptop Model 265,Laptop,1379.58,2,9x22x17,Composite,14.29,4,30.56,3.06,1.74,93.75,12.24,Recycled PET,111.64
PROD-2473,Camera Model 253,Camera,2273.15,2,45x25x15,Cardboard,33.58,1,344.55,34.45,3.87,76.33,30.17,Molded Pulp,186.23
PROD-2474,Tablet Model 538,Tablet,2869.14,4,8x12x18,Composite,38.15,4,160.65,16.07,4.92,75.08,30.78,Molded Pulp,230.38
PROD-2475,Tablet Model 768,Tablet,2327.66,2,37x7x18,Plastic,22.4,2,284.1,28.41,5.54,101.58,0.41,Recycled PET,186.1
PROD-2476,Camera Model 119,Camera,2535.0,1,24x39x8,Plastic,55.9,2,467.04,46.7,8.66,69.89,35.42,Recycled PET,198.12
PROD-2477,Tablet Model 652,Tablet,2293.79,3,47x11x6,Plastic,11.62,4,159.87,15.99,1.16,91.79,11.62,Recycled PET,185.76
PROD-2478,Camera Model 247,Camera,546.22,3,41x5x8,Cardboard,45.2,2,33.83,3.38,4.85,64.88,42.97,Recycled PET,85.81
PROD-2479,Smartwatch Model 502,Smartwatch,2509.04,1,12x34x3,Composite,30.59,1,341.06,34.11,4.7,86.85,19.65,Recycled PET,183.49
PROD-2480,Smartwatch Model 582,Smartwatch,625.57,4,36x26x15,Plastic,87.44,3,395.55,39.56,9.53,36.96,82.21,Bio-Polymer,140.39
PROD-2481,Laptop Model 513,Laptop,2683.2,2,27x7x15,Cardboard,17.51,3,479.36,47.94,3.17,93.21,8.05,Recycled PET,223.88
PROD-2482,Headphones Model 901,Headphones,1403.02,2,44x39x2,Cardboard,60.35,4,87.32,8.73,2.1,29.01,86.57,Bio-Polymer,118.88
PROD-2483,Camera Model 934,Camera,2047.08,3,23x19x2,Plastic,43.95,2,202.15,20.21,2.28,49.83,58.05,Bio-Polymer,177.79
PROD-2484,Camera Model 818,Camera,1516.86,4,35x26x19,Aluminum,50.24,3,423.63,42.36,5.68,63.76,45.86,Molded Pulp,187.51
PROD-2485,Tablet Model 877,Tablet,327.27,4,24x9x16,Composite,51.06,2,405.37,40.54,4.52,51.76,54.97,Molded Pulp,126.47
PROD-2486,Smartphone Model 580,Smartphone,907.63,4,6x16x8,Plastic,53.72,4,316.15,31.61,7.79,69.74,37.61,Recycled PET,147.64
PROD-2487,Camera Model 844,Camera,2952.01,2,6x12x10,Composite,23.29,2,141.99,14.2,3.91,88.67,12.76,Molded Pulp,200.96
PROD-2488,Tablet Model 199,Tablet,2884.11,4,31x32x6,Cardboard,54.56,1,149.18,14.92,2.15,39.85,76.59,Recycled PET,230.74
PROD-2489,Tablet Model 607,Tablet,995.44,1,19x23x14,Composite,73.6,1,70.76,7.08,4.48,25.74,92.79,Molded Pulp,80.23
PROD-2490,Laptop Model 512,Laptop,2989.08,5,49x10x2,Aluminum,92.79,2,461.71,46.17,8.95,22.86,95.01,Molded Pulp,279.99
PROD-2491,Smartwatch Model 164,Smartwatch,2544.38,4,46x29x4,Composite,58.84,1,94.74,9.47,4.65,48.04,67.07,Recycled PET,205.21
PROD-2492,Tablet Model 253,Tablet,1852.33,5,30x17x11,Plastic,58.63,4,290.71,29.07,8.5,64.99,41.03,Molded Pulp,208.01
PROD-2493,Smartphone Model 365,Smartphone,168.37,2,49x11x16,Plastic,46.08,1,296.33,29.63,4.34,62.86,47.84,Recycled PET,78.02
PROD-2494,Headphones Model 178,Headphones,2709.27,4,27x35x9,Plastic,53.55,1,191.11,19.11,3.53,51.57,65.7,Molded Pulp,224.29
PROD-2495,Tablet Model 761,Tablet,1694.42,3,34x38x2,Composite,81.28,3,182.73,18.27,7.97,36.09,82.31,Recycled PET,158.39
PROD-2496,Tablet Model 659,Tablet,2612.0,2,5x20x19,Plastic,34.01,3,337.61,33.76,2.88,69.22,37.46,Bio-Polymer,205.76
PROD-2497,Headphones Model 990,Headphones,2511.57,1,15x31x9,Composite,67.35,4,200.27,20.03,3.09,24.62,91.68,Recycled PET,170.82
PROD-2498,Camera Model 967,Camera,2507.37,1,23x10x17,Composite,25.25,1,135.01,13.5,1.45,75.93,32.43,Molded Pulp,165.01
PROD-2499,Laptop Model 513,Laptop,2109.61,5,44x24x4,Plastic,42.61,3,205.57,20.56,2.69,55.08,53.09,Bio-Polymer,210.74
PROD-2500,Smartphone Model 383,Smartphone,909.67,5,5x27x7,Aluminum,75.32,2,405.75,40.58,4.41,23.1,96.14,Bio-Polymer,170.1
PROD-2501,Smartphone Model 980,Smartphone,1041.67,3,7x38x18,Plastic,74.68,2,483.57,48.36,4.6,26.39,93.82,Recycled PET,155.67
PROD-2502,Headphones Model 167,Headphones,959.98,3,31x27x7,Cardboard,60.89,1,321.62,32.16,4.79,42.32,69.57,Recycled PET,134.46
PROD-2503,Smartphone Model 236,Smartphone,109.14,1,15x19x12,Cardboard,40.74,4,393.23,39.32,5.32,71.91,32.46,Bio-Polymer,70.47
PROD-2504,Smartwatch Model 182,Smartwatch,1768.58,4,11x12x6,Aluminum,37.73,1,271.08,27.11,6.15,79.84,21.9,Recycled PET,185.13
PROD-2505,Smartphone Model 749,Smartphone,2111.56,1,21x27x3,Cardboard,15.63,3,316.16,31.62,2.7,96.78,8.01,Recycled PET,162.11
PROD-2506,Smartwatch Model 172,Smartwatch,2568.9,1,31x25x8,Aluminum,68.62,1,494.16,49.42,6.53,46.7,70.87,Recycled PET,200.62
PROD-2507,Headphones Model 145,Headphones,463.49,3,42x30x13,Composite,46.32,1,224.83,22.48,4.03,63.09,50.35,Molded Pulp,100.53
PROD-2508,Laptop Model 899,Laptop,1655.34,5,15x21x11,Cardboard,64.76,2,42.46,4.25,7.61,57.85,57.23,Molded Pulp,171.77
PROD-2509,Camera Model 275,Camera,73.62,3,20x19x16,Aluminum,52.4,2,478.93,47.89,6.01,60.94,47.24,Bio-Polymer,107.74
PROD-2510,Camera Model 756,Camera,330.53,3,24x8x4,Plastic,52.93,3,398.6,39.86,5.99,57.74,48.29,Bio-Polymer,112.26
PROD-2511,Laptop Model 469,Laptop,209.92,3,18x34x11,Cardboard,62.95,4,205.17,20.52,7.17,57.7,57.13,Bio-Polymer,86.04
PROD-2512,Tablet Model 153,Tablet,2190.16,1,10x31x12,Cardboard,70.84,4,491.37,49.14,4.0,28.72,91.43,Recycled PET,182.01
PROD-2513,Laptop Model 518,Laptop,289.13,4,40x14x17,Aluminum,21.21,3,179.31,17.93,4.86,99.35,2.94,Recycled PET,101.95
PROD-2514,Smartwatch Model 606,Smartwatch,2163.54,1,28x25x9,Composite,73.08,3,192.34,19.23,6.25,33.79,80.16,Recycled PET,153.57
PROD-2515,Headphones Model 226,Headphones,786.39,2,45x27x18,Aluminum,42.61,1,308.77,30.88,4.79,68.95,39.05,Bio-Polymer,110.0
PROD-2516,Smartphone Model 466,Smartphone,2639.25,3,21x25x5,Aluminum,64.69,1,144.43,14.44,5.0,40.72,74.49,Bio-Polymer,200.34
PROD-2517,Smartwatch Model 704,Smartwatch,2448.79,3,27x29x7,Cardboard,70.72,4,352.3,35.23,3.45,23.99,94.85,Molded Pulp,213.82
PROD-2518,Tablet Model 172,Tablet,2875.6,2,18x20x17,Aluminum,32.72,1,84.9,8.49,3.59,73.8,30.63,Recycled PET,190.65
PROD-2519,Tablet Model 347,Tablet,2657.1,3,23x25x16,Plastic,34.54,1,62.93,6.29,7.29,89.03,8.96,Recycled PET,194.04
PROD-2520,Smartwatch Model 884,Smartwatch,2803.32,3,30x34x9,Aluminum,18.09,2,272.09,27.21,1.04,79.91,23.23,Molded Pulp,222.93
PROD-2521,Tablet Model 476,Tablet,2583.29,3,19x17x3,Plastic,20.76,3,282.19,28.22,1.86,76.49,22.21,Bio-Polymer,212.51
PROD-2522,Smartphone Model 269,Smartphone,2095.48,2,38x27x13,Plastic,82.67,3,62.26,6.23,9.54,39.83,74.18,Bio-Polymer,149.76
PROD-2523,Laptop Model 311,Laptop,552.26,1,24x13x16,Aluminum,14.44,2,482.45,48.24,2.68,93.82,6.19,Bio-Polymer,99.93
PROD-2524,Headphones Model 779,Headphones,851.54,3,43x18x18,Composite,22.11,2,290.91,29.09,4.76,93.59,5.09,Recycled PET,125.97
PROD-2525,Smartphone Model 856,Smartphone,677.54,4,30x31x3,Plastic,76.21,1,84.01,8.4,8.65,45.31,69.36,Molded Pulp,113.06
PROD-2526,Smartwatch Model 146,Smartwatch,1830.58,2,33x36x10,Plastic,37.41,3,162.61,16.26,1.0,54.78,55.67,Molded Pulp,147.96
PROD-2527,Smartphone Model 465,Smartphone,1535.68,5,49x9x5,Plastic,62.37,4,402.11,40.21,9.33,66.04,41.78,Bio-Polymer,201.61
PROD-2528,Headphones Model 398,Headphones,2607.89,2,27x25x2,Composite,40.45,3,266.38,26.64,1.48,56.75,57.54,Recycled PET,197.44
PROD-2529,Laptop Model 395,Laptop,2860.38,1,45x28x17,Aluminum,54.27,4,102.19,10.22,2.54,40.54,73.52,Molded Pulp,177.49
PROD-2530,Tablet Model 160,Tablet,1244.34,2,36x23x4,Composite,11.26,2,60.4,6.04,1.26,92.63,10.35,Recycled PET,108.99
PROD-2531,Laptop Model 929,Laptop,1543.73,5,39x22x8,Aluminum,55.9,3,221.08,22.11,5.68,53.57,55.33,Bio-Polymer,184.75
PROD-2532,Laptop Model 260,Laptop,2915.97,4,36x28x17,Plastic,87.42,2,175.33,17.53,9.49,34.56,82.44,Bio-Polymer,233.11
PROD-2533,Tablet Model 627,Tablet,864.9,5,28x8x14,Cardboard,55.95,3,331.4,33.14,8.55,70.8,36.24,Molded Pulp,161.22
PROD-2534,Laptop Model 705,Laptop,2387.55,2,36x38x15,Plastic,72.81,4,463.37,46.34,6.76,39.14,76.3,Bio-Polymer,205.37
PROD-2535,Laptop Model 437,Laptop,714.46,5,42x17x13,Aluminum,61.4,2,131.39,13.14,2.67,29.92,84.54,Molded Pulp,134.86
PROD-2536,Camera Model 738,Camera,2060.31,2,48x34x13,Composite,84.56,1,429.06,42.91,8.83,32.07,82.09,Bio-Polymer,186.14
PROD-2537,Tablet Model 263,Tablet,798.17,4,47x18x5,Plastic,70.19,3,461.03,46.1,7.79,47.28,65.04,Molded Pulp,155.79
PROD-2538,Tablet Model 418,Tablet,2657.01,4,49x12x4,Plastic,56.65,4,451.98,45.2,3.4,45.27,71.73,Bio-Polymer,247.08
PROD-2539,Headphones Model 603,Headphones,1706.36,1,18x15x14,Aluminum,80.24,1,476.52,47.65,8.25,34.11,78.77,Bio-Polymer,158.56
PROD-2540,Camera Model 486,Camera,598.5,4,42x32x19,Aluminum,79.6,2,422.63,42.26,8.89,44.66,73.37,Recycled PET,142.73
PROD-2541,Laptop Model 969,Laptop,711.89,3,24x37x3,Cardboard,56.24,3,300.81,30.08,7.28,62.45,45.17,Recycled PET,120.15
PROD-2542,Smartphone Model 987,Smartphone,1506.86,5,43x30x3,Plastic,17.16,3,210.82,21.08,1.9,87.44,15.91,Bio-Polymer,181.01
PROD-2543,Tablet Model 849,Tablet,2886.73,5,7x24x11,Plastic,58.02,1,250.93,25.09,9.86,77.23,30.97,Molded Pulp,254.31
PROD-2544,Tablet Model 593,Tablet,2320.44,2,46x25x9,Plastic,19.17,1,437.58,43.76,1.68,82.71,20.72,Bio-Polymer,198.63
PROD-2545,Laptop Model 820,Laptop,1490.51,4,13x6x4,Cardboard,49.25,2,157.69,15.77,6.89,70.6,36.14,Recycled PET,160.37
PROD-2546,Smartphone Model 608,Smartphone,1046.27,1,20x8x7,Cardboard,37.34,1,88.04,8.8,1.99,63.75,48.93,Molded Pulp,84.47
PROD-2547,Camera Model 718,Camera,1670.34,1,17x10x11,Plastic,94.14,3,79.0,7.9,9.15,25.47,95.9,Bio-Polymer,115.14
PROD-2548,Smartphone Model 394,Smartphone,2257.66,1,21x12x10,Aluminum,74.17,3,415.23,41.52,4.15,24.64,95.95,Bio-Polymer,178.9
PROD-2549,Smartphone Model 895,Smartphone,2362.59,3,38x21x12,Composite,68.59,3,383.13,38.31,5.6,38.14,76.96,Recycled PET,210.81
PROD-2550,Smartphone Model 793,Smartphone,1007.6,4,26x7x10,Plastic,69.24,3,253.85,25.38,2.61,21.44,98.01,Molded Pulp,146.22
PROD-2551,Headphones Model 748,Headphones,2177.42,1,44x33x8,Plastic,83.56,1,144.69,14.47,5.92,18.01,99.8,Molded Pulp,148.62
PROD-2552,Laptop Model 667,Laptop,1990.48,3,31x7x3,Plastic,90.91,1,342.03,34.2,9.45,28.61,88.53,Molded Pulp,190.1
PROD-2553,Tablet Model 952,Tablet,2879.38,5,18x25x3,Aluminum,41.23,4,28.83,2.88,9.11,93.77,7.95,Bio-Polymer,231.95
PROD-2554,Laptop Model 544,Laptop,2796.72,2,14x21x3,Cardboard,31.86,2,288.43,28.84,1.58,65.85,42.6,Recycled PET,208.89
PROD-2555,Laptop Model 462,Laptop,2378.67,4,31x5x19,Composite,49.66,1,205.23,20.52,4.4,57.86,53.41,Bio-Polymer,208.29
PROD-2556,Tablet Model 287,Tablet,2184.01,4,40x37x18,Composite,21.07,2,489.15,48.92,3.41,92.3,12.41,Recycled PET,226.95
PROD-2557,Camera Model 779,Camera,858.42,5,39x38x19,Cardboard,69.85,1,258.7,25.87,5.33,32.29,80.86,Recycled PET,153.86
PROD-2558,Smartwatch Model 725,Smartwatch,2545.6,4,40x7x13,Plastic,42.94,4,280.61,28.06,8.5,86.84,14.87,Molded Pulp,225.42
PROD-2559,Smartwatch Model 718,Smartwatch,1311.14,4,20x15x11,Plastic,53.6,1,359.06,35.91,7.65,71.62,38.33,Bio-Polymer,171.75
PROD-2560,Headphones Model 434,Headphones,853.11,4,46x25x4,Composite,20.52,3,247.42,24.74,4.1,99.42,6.89,Molded Pulp,138.67
PROD-2561,Smartwatch Model 629,Smartwatch,1183.27,4,10x12x3,Composite,49.25,1,120.04,12.0,4.44,55.89,52.46,Recycled PET,140.05
PROD-2562,Laptop Model 162,Laptop,2516.01,3,45x5x4,Plastic,63.38,2,273.27,27.33,6.89,50.99,59.7,Recycled PET,209.82
PROD-2563,Camera Model 611,Camera,488.47,3,42x31x14,Aluminum,55.1,3,472.69,47.27,2.75,38.57,73.52,Molded Pulp,125.2
PROD-2564,Tablet Model 797,Tablet,1395.67,2,47x23x7,Plastic,28.07,1,210.86,21.09,1.92,68.77,33.95,Molded Pulp,131.24
PROD-2565,Smartphone Model 304,Smartphone,1502.45,4,18x9x12,Aluminum,48.17,3,343.02,34.3,3.18,53.31,59.05,Recycled PET,178.18
PROD-2566,Smartwatch Model 313,Smartwatch,158.06,5,49x13x14,Plastic,52.51,3,489.24,48.92,2.12,42.46,73.41,Bio-Polymer,142.55
PROD-2567,Headphones Model 974,Headphones,627.45,1,32x15x2,Composite,62.39,3,416.66,41.67,4.17,38.44,76.2,Molded Pulp,96.55
PROD-2568,Camera Model 187,Camera,2488.89,2,13x6x5,Plastic,55.85,4,332.93,33.29,9.44,75.29,30.16,Bio-Polymer,195.0
PROD-2569,Smartwatch Model 306,Smartwatch,2500.76,1,33x8x2,Plastic,12.39,2,370.64,37.06,2.08,94.36,6.77,Recycled PET,187.25
PROD-2570,Smartphone Model 922,Smartphone,912.62,1,32x22x15,Cardboard,35.72,2,468.88,46.89,8.36,95.85,3.76,Molded Pulp,117.39
PROD-2571,Tablet Model 853,Tablet,2630.95,4,17x10x18,Plastic,69.33,1,480.28,48.03,5.81,38.47,76.81,Molded Pulp,250.68
PROD-2572,Smartphone Model 484,Smartphone,2326.76,5,47x26x9,Plastic,49.91,3,484.79,48.48,6.7,71.94,38.54,Recycled PET,249.9
PROD-2573,Camera Model 137,Camera,1282.83,1,47x32x3,Plastic,18.16,1,316.56,31.66,2.53,87.63,13.39,Molded Pulp,120.05
PROD-2574,Headphones Model 744,Headphones,2257.8,1,24x15x15,Composite,20.52,2,198.51,19.85,2.36,84.67,18.45,Molded Pulp,157.2
PROD-2575,Smartphone Model 813,Smartphone,2885.94,2,28x17x9,Plastic,55.83,3,75.25,7.52,2.46,38.45,76.62,Bio-Polymer,195.04
PROD-2576,Smartwatch Model 120,Smartwatch,1403.96,5,48x25x10,Aluminum,63.95,2,198.92,19.89,7.0,50.95,59.89,Molded Pulp,174.22
PROD-2577,Laptop Model 554,Laptop,753.36,5,46x15x17,Aluminum,61.0,3,472.05,47.2,7.73,60.02,50.14,Bio-Polymer,170.4
PROD-2578,Tablet Model 720,Tablet,2828.36,1,13x7x5,Plastic,74.51,3,446.0,44.6,9.28,45.16,62.3,Molded Pulp,211.42
PROD-2579,Smartwatch Model 694,Smartwatch,1831.05,5,46x17x2,Composite,26.58,4,266.59,26.66,4.58,90.15,13.75,Molded Pulp,203.76
PROD-2580,Tablet Model 168,Tablet,360.53,2,48x15x6,Aluminum,39.77,3,273.13,27.31,5.16,72.53,31.9,Recycled PET,85.81
PROD-2581,Smartphone Model 295,Smartphone,1739.41,2,6x21x18,Plastic,43.35,1,161.37,16.14,5.23,68.39,37.41,Recycled PET,142.84
PROD-2582,Smartwatch Model 543,Smartwatch,1526.71,2,24x19x5,Plastic,32.59,2,232.71,23.27,3.43,74.51,31.45,Molded Pulp,137.84
PROD-2583,Tablet Model 411,Tablet,2573.99,4,15x27x2,Aluminum,67.68,2,360.08,36.01,3.95,28.07,86.44,Bio-Polymer,234.86
PROD-2584,Laptop Model 634,Laptop,1615.55,1,46x8x7,Composite,69.37,2,207.19,20.72,8.62,56.15,58.14,Recycled PET,126.48
PROD-2585,Smartphone Model 376,Smartphone,802.94,5,6x31x3,Composite,60.13,3,102.11,10.21,4.09,40.01,72.93,Recycled PET,135.48
PROD-2586,Headphones Model 418,Headphones,2043.15,2,17x22x12,Aluminum,49.49,1,275.02,27.5,8.82,86.33,23.67,Recycled PET,170.22
PROD-2587,Laptop Model 151,Laptop,1650.6,1,9x33x15,Plastic,30.83,4,120.42,12.04,3.75,80.13,26.41,Molded Pulp,119.16
PROD-2588,Smartphone Model 848,Smartphone,737.48,1,45x15x13,Composite,29.76,4,487.4,48.74,4.06,80.84,22.53,Bio-Polymer,109.99
PROD-2589,Camera Model 643,Camera,1742.2,4,36x10x7,Cardboard,65.45,1,201.27,20.13,6.04,44.35,68.8,Bio-Polymer,178.14
PROD-2590,Headphones Model 647,Headphones,2473.53,5,26x7x3,Plastic,28.66,1,455.74,45.57,1.93,72.37,34.9,Molded Pulp,253.92
PROD-2591,Camera Model 276,Camera,134.28,5,45x11x17,Composite,61.5,1,120.52,12.05,9.3,70.99,40.51,Recycled PET,103.27
PROD-2592,Laptop Model 413,Laptop,1911.01,2,42x13x14,Plastic,76.08,3,102.71,10.27,8.38,45.17,70.91,Bio-Polymer,145.24
