material_type,strength,weight_capacity,biodegradability_score,recyclability_percent,co2_emission_score,product_category,typical_weight,fragility_level,shape,material,recycling,weight,co2_impact_index,cost,cost_efficiency_index,material_suitability_score,final_sustainability_index
Sugarcane Bagasse,47,22,77,87,29.73,Home Decor,2.15,High,bottle,metal,compost,23.82,0.03254149040026033,37.67,0.02585983966899405,40.300000000000004,40.35840133006926
Recycled PET Blend,62,22,69,81,5.44,Baby Products,2.32,Medium,pouch,plastic,compost,22.88,0.15527950310559005,36.17,0.026903416733925208,41.99999999999999,42.182182919839505
Coconut Coir,91,24,87,73,27.86,Stationery,1.12,High,box,glass,reuse,21.62,0.03465003465003465,47.69,0.020538098172109262,52.10000000000001,52.155188132822154
Cassava Biopolymer,71,28,89,61,16.55,Cosmetics,1.82,High,pouch,plastic,compost,20.02,0.05698005698005698,48.77,0.020092425155716295,42.900000000000006,42.97707248213578
Eco-Foam Starch,50,19,74,42,13.29,Toys,2.08,Medium,box,plastic,reuse,21.43,0.06997900629811057,41.79,0.023369946249123627,32.5,32.59334895254724
Paper Pulp Mold,60,20,79,94,28.15,Beverages,1.22,Low,box,plastic,recycle,21.44,0.03430531732418525,38.5,0.02531645569620253,46.599999999999994,46.659621773020376
PLA Bioplastic,65,23,54,79,16.26,Baby Products,0.24,Medium,can,glass,compost,26.64,0.057937427578215524,40.22,0.024260067928190198,39.2,39.28219749550641
PLA Bioplastic,82,13,49,75,9.26,Cosmetics,2.23,Low,can,paper,reuse,34.95,0.09746588693957116,43.56,0.02244165170556553,45.5,45.61990753864514
PLA Bioplastic,95,20,39,51,21.56,Healthcare,2.18,Low,box,paper,compost,14.63,0.044326241134751775,61.26,0.016061676839061997,40.5,40.56038791797382
Palm Leaf Material,65,15,41,74,28.37,Baby Products,2.76,High,bottle,glass,reuse,6.75,0.034048348655090224,42.48,0.02299908003679853,38,38.05704742869189
Cornstarch Polymer,47,5,32,84,27.88,Home Decor,2.36,Medium,bottle,plastic,reuse,17.36,0.03462603878116344,27.44,0.035161744022503515,35.8,35.86978778280366
PLA Bioplastic,51,11,78,83,34.45,Beverages,1.2,Low,bottle,plastic,recycle,15.29,0.028208744710860365,32.1,0.030211480362537763,44.2,44.2584202250734
Bamboo Fiber,64,4,69,81,34.12,Beverages,2.51,Medium,pouch,plastic,reuse,24.21,0.028473804100227793,32.34,0.029994001199760045,48,48.05846780529999
Cornstarch Polymer,51,25,64,96,25.44,Cosmetics,2.33,Low,box,paper,reuse,27.46,0.037821482602118,39.69,0.024576062914721062,39.800000000000004,39.86239754551684
Recycled Paper,48,23,77,88,24.32,Fragile Goods,2.02,Medium,can,paper,compost,24.08,0.03949447077409163,33.85,0.028694404591104734,40.5,40.5681888753652
Mushroom Packaging,89,15,43,41,32.86,Cosmetics,2.39,Low,pouch,glass,recycle,18.43,0.029533372711163616,54.42,0.01804402742692169,39,39.04757740013809
Areca Leaf Sheath,41,5,33,47,15.06,Toys,0.98,Medium,pouch,metal,reuse,23.66,0.062266500622665,32.06,0.030248033877797943,26.799999999999997,26.89251453450046
Coconut Coir,82,21,82,75,7.79,Fragile Goods,2.26,Low,can,glass,compost,26.07,0.11376564277588169,44.37,0.02204099625303064,49.7,49.83580663902892
Bamboo Fiber,41,11,83,75,14.12,Industrial Parts,1.65,Low,box,paper,recycle,23.33,0.06613756613756615,25.09,0.038328861632809505,40.6,40.70446642777038
Sugarcane Bagasse,70,5,61,58,9.21,Stationery,2.97,High,pouch,plastic,reuse,22.76,0.0979431929480901,38.79,0.025131942699170646,43.300000000000004,43.42307513564726
Cornstarch Polymer,56,25,31,73,27.19,Baby Products,2.1,Medium,box,plastic,compost,19.42,0.0354735721887194,42.24,0.02312673450508788,30.1,30.15860030669381
Bamboo Fiber,48,20,90,40,9.5,Clothing,2.37,Medium,box,plastic,recycle,13.91,0.09523809523809523,43.85,0.02229654403567447,34.4,34.51753463927377
Palm Leaf Material,57,27,90,42,7.08,Healthcare,1.77,Low,box,plastic,recycle,25.48,0.12376237623762376,46.31,0.02113718030014796,35.39999999999999,35.544899556537764
Bamboo Fiber,48,20,90,40,9.5,Clothing,2.37,Medium,can,metal,recycle,28.47,0.09523809523809523,46.01,0.021272069772388855,34.4,34.51651016501048
Algae Bioplastic,63,27,75,84,17.29,Fragile Goods,2.91,Medium,box,glass,recycle,13.11,0.05467468562055768,39.7,0.02457002457002457,42.6,42.67924471019058
Palm Leaf Material,68,24,59,92,14.99,Toys,2.95,Low,pouch,glass,reuse,23.83,0.06253908692933083,45.64,0.02144082332761578,43.400000000000006,43.483979910256956
Recycled PET Blend,87,5,48,94,33.29,Home Decor,2.31,Low,can,paper,reuse,15.99,0.029163021289005542,32.89,0.029507229271171435,53,53.058670250560176
Coconut Coir,66,18,52,64,20.43,Stationery,2.76,Medium,can,glass,recycle,22.33,0.04666355576294914,44.35,0.022050716648291068,37.6,37.66871427241124
Hemp Fiber,45,27,80,95,23.02,Industrial Parts,1.9,Low,pouch,metal,recycle,13,0.041631973355537054,36.73,0.0265041081367612,40.4,40.4681360814923
Paper Pulp Mold,60,20,79,94,28.15,Beverages,1.22,Low,can,metal,reuse,23.9,0.03430531732418525,34.63,0.028066236317709794,46.599999999999994,46.66237155364189
Eco-Foam Starch,51,4,100,97,33.31,Industrial Parts,1.26,High,pouch,metal,compost,22.14,0.029146021568055958,27.5,0.03508771929824561,53.5,53.5642337408663
Jute Fiber,78,13,33,97,32.22,Beverages,1.98,Medium,bottle,plastic,recycle,24.14,0.030102347983142687,42.56,0.02295684113865932,45.50000000000001,45.55305918912181
Recycled HDPE,46,20,49,68,19.31,Healthcare,2.03,Medium,pouch,paper,reuse,23.24,0.049236829148202856,30.48,0.03176620076238882,31.200000000000003,31.281003029910593
Hemp Fiber,45,27,80,95,23.02,Industrial Parts,1.9,Low,can,metal,reuse,20.93,0.041631973355537054,36.81,0.026448029621793174,40.4,40.468080002977324
Algae Bioplastic,81,23,50,43,7.85,Fragile Goods,0.68,Low,pouch,glass,compost,23.94,0.11299435028248588,45.51,0.021500752526338422,36,36.13449510280882
Hemp Fiber,55,11,78,98,25.18,Cosmetics,2.98,Medium,bottle,glass,reuse,17.77,0.03819709702062643,27.02,0.03568879371877231,48.400000000000006,48.4738858907394
Recycled Cardboard,64,19,94,45,13.27,Beverages,0.35,Low,box,glass,recycle,22.88,0.0700770847932726,50.91,0.019264110961279137,41.3,41.389341195754554
Recycled Paper,42,9,57,94,10.58,Clothing,2.69,High,box,metal,reuse,17.24,0.08635578583765112,22.61,0.042354934349851756,40.099999999999994,40.2287107201875
Areca Leaf Sheath,66,8,65,59,16.72,Home Decor,2.33,High,box,metal,recycle,23.13,0.05643340857787811,35.15,0.027662517289073308,42.199999999999996,42.28409592586695
Jute Fiber,56,5,90,93,30.03,Home Decor,2.42,Medium,can,glass,reuse,19.04,0.032226877215597804,28.11,0.034352456200618345,51.9,51.96657933341621
Bamboo Fiber,62,17,90,48,33.97,Clothing,2.62,High,bottle,metal,recycle,22.44,0.028595939376608523,52.1,0.018832391713747645,41.099999999999994,41.14742833109035
Mushroom Packaging,69,27,69,67,33.51,Baby Products,0.8,Low,pouch,glass,recycle,18.57,0.028977108084613158,43.66,0.02239140170174653,39.8,39.851368509786354
Bamboo Fiber,46,18,59,91,28.03,Food,1.19,Medium,pouch,plastic,reuse,18.66,0.034447123665173954,29.25,0.03305785123966942,38.4,38.46750497490484
Recycled HDPE,50,10,93,76,10.79,Baby Products,2.08,Low,pouch,metal,recycle,18.88,0.08481764206955048,35.37,0.027495188342040146,45.800000000000004,45.912312830411594
Algae Bioplastic,75,27,60,97,14.57,Stationery,2.24,High,pouch,plastic,reuse,13.34,0.06422607578676942,48.63,0.02014910336490026,45.800000000000004,45.884375179151675
Palm Leaf Material,88,22,61,44,23.82,Baby Products,0.9,High,can,plastic,reuse,24.33,0.040290088638195005,55.67,0.01764602082230457,40.800000000000004,40.8579361094605
Recycled Paper,47,27,80,98,17.97,Cosmetics,1.83,Medium,can,metal,reuse,20.23,0.05271481286241434,31.08,0.03117206982543641,41.6,41.68388688268785
Hemp Fiber,83,16,71,89,30.61,Food,2.22,Medium,bottle,glass,recycle,13.55,0.03163555836760519,49.45,0.019821605550049554,52.10000000000001,52.15145716391766
Wheat Straw Fiber,91,7,87,98,32.75,Toys,0.55,High,pouch,paper,reuse,17.29,0.02962962962962963,44.26,0.02209456473707468,62.20000000000001,62.251724194366716
Coconut Coir,66,18,52,64,20.43,Stationery,2.76,Medium,box,plastic,compost,17.01,0.04666355576294914,45.08,0.021701388888888888,37.6,37.668364944651834
Palm Leaf Material,83,19,78,87,6.58,Baby Products,0.3,Low,can,metal,recycle,22,0.13192612137203166,40.22,0.024260067928190198,52.2,52.356186189300224
Mushroom Packaging,65,4,81,41,20.36,Electronics,1.92,Low,bottle,plastic,compost,18.95,0.04681647940074907,40.19,0.024277737314882253,42.7,42.77109421671563
Mushroom Packaging,49,11,71,53,14.68,Clothing,0.14,Medium,bottle,glass,compost,24.54,0.06377551020408163,35.59,0.027329871549603715,36.2,36.29110538175369
Areca Leaf Sheath,72,28,92,50,22.57,Fragile Goods,1.53,Medium,can,metal,compost,14.03,0.04242681374628765,53.85,0.018231540565177756,41.6,41.660658354311465
Coconut Coir,55,21,67,87,10.65,Baby Products,0.19,High,box,paper,compost,22.17,0.08583690987124463,40.02,0.024378352023403216,41,41.11021526189465
Jute Fiber,56,5,90,93,30.03,Home Decor,2.42,Medium,box,metal,reuse,21.77,0.032226877215597804,31.34,0.030921459492888062,51.9,51.963148336708485
Recycled HDPE,46,20,49,68,19.31,Healthcare,2.03,Medium,pouch,plastic,compost,17.9,0.049236829148202856,33.9,0.02865329512893983,31.200000000000003,31.277890124277146
Cassava Biopolymer,40,5,81,99,30.2,Cosmetics,2.42,Medium,can,metal,recycle,21.27,0.032051282051282055,26.85,0.03590664272890485,46.5,46.56795792478019
Recycled Paper,40,16,73,48,25.59,Healthcare,1.28,High,box,metal,compost,19.82,0.037608123354644606,38.9,0.025062656641604012,31.400000000000002,31.46267077999625
Wheat Straw Fiber,76,20,45,84,27.3,Food,0.39,Low,can,plastic,compost,26.04,0.0353356890459364,45.79,0.02137208805300278,42.6,42.656707777098944
Hemp Fiber,83,8,64,46,31.99,Healthcare,2.75,Medium,bottle,paper,compost,20.42,0.030312215822976666,52.3,0.01876172607879925,44.50000000000001,44.54907394190178
Recycled PET Blend,75,18,94,94,23.84,Food,2.62,Low,bottle,glass,reuse,25.69,0.040257648953301126,36.75,0.026490066225165563,54.699999999999996,54.76674771517846
Bamboo Fiber,41,11,83,75,14.12,Industrial Parts,1.65,Low,bottle,metal,compost,24.17,0.06613756613756615,29.1,0.03322259136212624,40.6,40.69936015749969
Algae Bioplastic,67,19,89,49,29.02,Toys,1.45,Low,can,paper,compost,13.77,0.033311125916055964,46.11,0.021226915729144556,42,42.0545380416452
Recycled PET Blend,90,30,79,64,18.06,Clothing,0.59,Low,pouch,glass,compost,19.58,0.05246589716684156,51.3,0.019120458891013385,46.599999999999994,46.67158635605785
Coconut Coir,45,19,73,69,10.01,Baby Products,1.93,Low,pouch,plastic,recycle,24.16,0.09082652134423251,36.24,0.02685284640171858,36.2,36.31767936774595
Recycled PET Blend,62,22,69,81,5.44,Baby Products,2.32,Medium,box,paper,reuse,21.22,0.15527950310559005,46.48,0.02106149957877001,41.99999999999999,42.17634100268435
Recycled HDPE,50,10,93,76,10.79,Baby Products,2.08,Low,can,paper,reuse,20.41,0.08481764206955048,25.36,0.03793626707132018,45.800000000000004,45.92275390914088
Hemp Fiber,53,23,77,67,17.21,Stationery,1.66,Low,pouch,metal,reuse,20.72,0.05491488193300384,40.62,0.02402691013935608,37.8,37.878941792072354
Jute Fiber,69,9,82,56,17.74,Clothing,2.23,Low,can,plastic,recycle,23.03,0.05336179295624333,42.7,0.02288329519450801,45.6,45.67624508815076
Recycled HDPE,67,14,66,64,34.49,Cosmetics,1.31,Low,pouch,metal,compost,18.06,0.02817695125387433,43.12,0.022665457842248413,41.89999999999999,41.95084240909612
Wheat Straw Fiber,74,24,56,79,19.49,Electronics,0.11,High,bottle,plastic,recycle,18.57,0.04880429477794046,45.01,0.021734405564007825,42,42.07053870034195
PLA Bioplastic,95,20,39,51,21.56,Healthcare,2.18,Low,bottle,glass,reuse,24.19,0.044326241134751775,51.56,0.01902587519025875,40.5,40.563352116325014
Hemp Fiber,84,24,96,80,29.13,Industrial Parts,2.65,Medium,box,metal,reuse,21.04,0.03318951211417192,49.81,0.0196811651249754,53.2,53.25287067723915
Recycled HDPE,46,13,95,63,12.39,Clothing,0.71,High,bottle,plastic,reuse,19.12,0.07468259895444361,31.67,0.030609121518212427,41.5,41.60529172047266
Wheat Straw Fiber,81,28,41,100,21.75,Healthcare,0.97,Low,pouch,plastic,recycle,20.18,0.04395604395604396,38.91,0.025056376847907794,44.1,44.16901242080395
Areca Leaf Sheath,72,28,92,50,22.57,Fragile Goods,1.53,Medium,box,paper,reuse,22.56,0.04242681374628765,56.44,0.017409470752089137,41.6,41.65983628449838
Recycled HDPE,50,10,93,76,10.79,Baby Products,2.08,Low,box,metal,compost,19.91,0.08481764206955048,33.75,0.02877697841726619,45.800000000000004,45.913594620486826
Cornstarch Polymer,56,25,31,73,27.19,Baby Products,2.1,Medium,bottle,metal,recycle,20.8,0.0354735721887194,42.57,0.022951572182694516,30.1,30.158425144371417
Recycled PET Blend,61,24,42,64,18.25,Cosmetics,0.48,Low,can,glass,compost,11.43,0.05194805194805195,45.01,0.021734405564007825,32.3,32.37368245751206
Jute Fiber,69,9,82,56,17.74,Clothing,2.23,Low,bottle,plastic,reuse,21.22,0.05336179295624333,44,0.022222222222222223,45.6,45.67558401517847
Palm Leaf Material,68,24,59,92,14.99,Toys,2.95,Low,bottle,paper,reuse,19.35,0.06253908692933083,41.17,0.023713540431586435,43.400000000000006,43.486252627360926
Algae Bioplastic,65,20,78,43,16.48,Food,0.62,Low,box,plastic,recycle,24.6,0.05720823798627002,50.26,0.019508388607101055,37.7,37.77671662659338
Algae Bioplastic,75,27,60,97,14.57,Stationery,2.24,High,bottle,plastic,compost,19.75,0.06422607578676942,42.16,0.023169601482854497,45.800000000000004,45.88739567726963
Hemp Fiber,61,29,53,58,17.13,Beverages,2.12,Medium,pouch,plastic,recycle,27.41,0.05515719801434087,51.85,0.01892147587511826,31.8,31.87407867388946
Paper Pulp Mold,94,4,56,71,27.17,Clothing,1.3,Medium,box,metal,compost,23.06,0.03549875754348598,44.68,0.021891418563922942,52.4,52.45739017610741
Bamboo Fiber,95,11,37,62,13.23,Clothing,1.24,Low,bottle,plastic,reuse,16.28,0.07027406886858749,48.51,0.020197939810139367,45,45.090472008678724
Algae Bioplastic,74,10,75,99,6.62,Clothing,1.64,Low,can,glass,recycle,13.83,0.13123359580052493,29.25,0.03305785123966942,54,54.16429144704019
Wheat Straw Fiber,76,21,62,48,6.69,Electronics,0.66,Medium,pouch,paper,recycle,19.59,0.13003901170351104,50.23,0.01951981260979895,38.50000000000001,38.64955882431332
Cornstarch Polymer,72,27,64,60,23.89,Home Decor,1.74,High,can,paper,compost,20.14,0.040176777822418644,47.99,0.020412329046744233,38.3,38.360589106869156
Wheat Straw Fiber,81,28,41,100,21.75,Healthcare,0.97,Low,pouch,plastic,reuse,11.51,0.04395604395604396,43.56,0.02244165170556553,44.1,44.16639769566161
Algae Bioplastic,46,11,87,40,23.38,Home Decor,2.71,High,can,paper,reuse,19.74,0.04101722723543889,36.19,0.026888948642108095,35.900000000000006,35.96790617587755
Hemp Fiber,53,23,77,67,17.21,Stationery,1.66,Low,bottle,plastic,compost,18.35,0.05491488193300384,37.52,0.025960539979231565,37.8,37.88087542191223
Coconut Coir,79,22,91,79,14.19,Food,0.54,High,pouch,metal,compost,21.01,0.06583278472679395,51.69,0.018978933383943825,51.1,51.18481171811074
Areca Leaf Sheath,53,25,90,79,11.38,Clothing,2.36,High,box,paper,compost,30.09,0.08077544426494346,42.73,0.022867596615595703,42.2,42.303643040880544
Jute Fiber,43,19,63,71,7.23,Beverages,0.26,Medium,box,metal,compost,11.65,0.12150668286755771,39.68,0.024582104228121928,34,34.14608878709568
Wheat Straw Fiber,80,23,100,82,11.33,Cosmetics,0.76,Medium,can,metal,compost,24.72,0.08110300081103,41.56,0.023496240601503758,53.50000000000001,53.60459924141254
Cassava Biopolymer,55,21,52,89,14.95,Healthcare,2.4,High,can,glass,reuse,22.43,0.06269592476489029,35.91,0.027092928745597402,38.400000000000006,38.48978885351049
Coconut Coir,80,16,81,84,14.52,Fragile Goods,2.46,Low,can,glass,reuse,17.52,0.06443298969072166,37.77,0.025793139025019344,52.2,52.290226128715744
Mushroom Packaging,65,4,81,41,20.36,Electronics,1.92,Low,pouch,paper,recycle,20.12,0.04681647940074907,38.25,0.025477707006369428,42.7,42.772294186407116
Biodegradable Foam,66,12,46,61,19.55,Home Decor,2.51,High,box,plastic,reuse,24.57,0.048661800486618,37.8,0.025773195876288662,37.6,37.67443499636291
Recycled PET Blend,62,22,69,81,5.44,Baby Products,2.32,Medium,bottle,plastic,compost,20.56,0.15527950310559005,42.66,0.022904260192395786,41.99999999999999,42.17818376329798
Recycled HDPE,78,27,58,91,9.77,Healthcare,0.11,Medium,pouch,plastic,reuse,10.32,0.09285051067780874,43.49,0.02247696111485727,45.1,45.21532747179266
Coconut Coir,67,7,86,81,15,Electronics,1.02,Low,can,plastic,reuse,21.82,0.0625,37.11,0.026239832065074783,51.4,51.48873983206507
Coconut Coir,48,22,96,49,14.94,Cosmetics,0.19,Medium,box,glass,reuse,23.61,0.06273525721455459,43.91,0.022266755733689605,36.800000000000004,36.88500201294825
Cornstarch Polymer,53,13,88,87,31.7,Beverages,0.97,Low,can,plastic,recycle,17.93,0.030581039755351678,40.08,0.024342745861733205,47.00000000000001,47.05492378561709
Eco-Foam Starch,86,29,38,80,31.08,Cosmetics,0.54,Low,bottle,plastic,recycle,24.32,0.03117206982543641,47.97,0.02042066571370227,40.7,40.75159273553914
Recycled HDPE,84,12,56,49,27.57,Clothing,2.2,Low,bottle,metal,compost,24.71,0.03500175008750438,52.93,0.018542555164101613,42.6,42.65354430525161
Algae Bioplastic,53,20,100,88,5.81,Food,1.36,High,box,plastic,compost,26.53,0.14684287812041116,37.32,0.026096033402922755,47.5,47.67293891152333
Hemp Fiber,53,23,77,67,17.21,Stationery,1.66,Low,pouch,plastic,recycle,25.02,0.05491488193300384,37.8,0.025773195876288662,37.8,37.88068807780929
Palm Leaf Material,68,24,59,92,14.99,Toys,2.95,Low,bottle,glass,reuse,32.73,0.06253908692933083,43.52,0.022461814914645103,43.400000000000006,43.48500090184398
Jute Fiber,51,24,30,57,28.66,Baby Products,0.27,Low,bottle,paper,reuse,25.83,0.033715441672285906,44.77,0.021848372296263928,25.499999999999996,25.555563813968547
Paper Pulp Mold,40,16,98,49,10.82,Stationery,2.92,High,bottle,metal,recycle,20.85,0.08460236886632826,35.6,0.0273224043715847,36.60000000000001,36.71192477323792
Wheat Straw Fiber,76,20,45,84,27.3,Food,0.39,Low,bottle,metal,compost,24.01,0.0353356890459364,41.26,0.023663038334122102,42.6,42.65899872738006
Paper Pulp Mold,55,5,45,78,30.91,Cosmetics,0.5,Medium,can,paper,reuse,20.66,0.031338138514572234,29.33,0.032970656116056714,39.6,39.66430879463063
Wheat Straw Fiber,42,15,44,60,26.56,Clothing,1.95,High,can,metal,compost,18.76,0.036284470246734396,41.91,0.023304591004427874,28.9,28.95958906125116
Palm Leaf Material,46,8,62,100,20.09,Home Decor,1.47,Low,pouch,plastic,reuse,14.8,0.0474158368895211,24.81,0.03874467260751647,43.800000000000004,43.88616050949704
Areca Leaf Sheath,50,5,49,49,28.07,Beverages,2.21,Medium,box,plastic,compost,19.4,0.03439972480220158,37.85,0.02574002574002574,33.1,33.16013975054223
Wheat Straw Fiber,64,26,60,49,14.09,Beverages,0.97,Medium,box,paper,reuse,24.48,0.06626905235255136,46.44,0.021079258010118045,33.2,33.287348310362674
Palm Leaf Material,76,25,91,81,20.52,Electronics,0.52,High,box,glass,compost,15.99,0.04646840148698885,43.81,0.02231644722160232,49.7,49.7687848487086
Cassava Biopolymer,92,6,96,46,22.15,Food,0.43,Low,bottle,glass,compost,22.1,0.04319654427645789,51.86,0.018917896329928113,54.2,54.26211444060639
Recycled Paper,48,23,77,88,24.32,Fragile Goods,2.02,Medium,can,metal,compost,18.32,0.03949447077409163,31.68,0.030599755201958383,40.5,40.57009422597606
Palm Leaf Material,71,10,58,89,22.8,Beverages,1.45,Low,can,glass,recycle,20.26,0.04201680672268907,34.53,0.028145229383619477,47.7,47.77016203610631
Mushroom Packaging,42,9,68,85,5.46,Fragile Goods,1.45,Low,pouch,glass,compost,19.98,0.15479876160990713,25.75,0.037383177570093455,40.5,40.69218194
PLA Bioplastic,65,23,54,79,16.26,Baby Products,0.24,Medium,box,glass,recycle,21.24,0.057937427578215524,42.16,0.023169601482854497,39.2,39.281107029061076
Cornstarch Polymer,54,17,45,74,31.63,Food,2.2,Low,can,glass,recycle,31.6,0.03064664419246093,37.53,0.025953802232026993,34.9,34.95660044642448
Algae Bioplastic,67,19,89,49,29.02,Toys,1.45,Low,pouch,glass,compost,17.68,0.033311125916055964,48.89,0.020044097013429546,42,42.05335522292949
